LGA_CODE_2016,sex,Age,income,pop,pop_pct
LGA11650,P,TOT$,_300_399,27707,5.182501412
LGA11700,P,TOT$,_300_399,144,4.841963685
LGA11720,P,TOT$,_300_399,5122,5.795691138
LGA11730,P,TOT$,_300_399,6181,7.294936858
LGA11750,P,TOT$,_300_399,293,4.036368646
LGA11800,P,TOT$,_300_399,6758,5.670271767
LGA12000,P,TOT$,_300_399,372,5.407762756
LGA12150,P,TOT$,_300_399,386,6.182924876
LGA12350,P,TOT$,_300_399,1392,6.757281553
LGA12380,P,TOT$,_300_399,16194,4.715577363
LGA12700,P,TOT$,_300_399,743,5.070634
LGA12730,P,TOT$,_300_399,758,5.207116851
LGA12750,P,TOT$,_300_399,4318,6.765692081
LGA12850,P,TOT$,_300_399,20315,6.313692461
LGA12870,P,TOT$,_300_399,1218,5.97762073
LGA12900,P,TOT$,_300_399,837,5.481335953
LGA12930,P,TOT$,_300_399,9545,3.904859699
LGA12950,P,TOT$,_300_399,422,6.139074775
LGA13010,P,TOT$,_300_399,948,6.471431497
LGA13310,P,TOT$,_300_399,2278,4.699426497
LGA13340,P,TOT$,_300_399,811,4.995995811
LGA13450,P,TOT$,_300_399,1633,4.027127004
LGA13510,P,TOT$,_300_399,1180,6.466107732
LGA13550,P,TOT$,_300_399,979,5.054729451
LGA13660,P,TOT$,_300_399,564,6.580329016
LGA13800,P,TOT$,_300_399,3835,3.708180236
LGA13850,P,TOT$,_300_399,237,4.866529774
LGA13910,P,TOT$,_300_399,1797,6.034048554
LGA14000,P,TOT$,_300_399,6881,2.9970687
LGA14100,P,TOT$,_300_399,576,2.538003966
LGA14170,P,TOT$,_300_399,9352,3.033802634
LGA14200,P,TOT$,_300_399,1655,6.295887701
LGA14300,P,TOT$,_300_399,481,4.64599633
LGA14350,P,TOT$,_300_399,3387,7.081329709
LGA14400,P,TOT$,_300_399,1496,4.190241443
LGA14500,P,TOT$,_300_399,4206,2.232507776
LGA14550,P,TOT$,_300_399,1080,7.220699338
LGA14600,P,TOT$,_300_399,548,5.662326927
LGA14650,P,TOT$,_300_399,17222,5.339906671
LGA14700,P,TOT$,_300_399,1178,2.005106383
LGA14750,P,TOT$,_300_399,870,4.906107258
LGA14850,P,TOT$,_300_399,3736,5.272293645
LGA14870,P,TOT$,_300_399,2023,5.781486668
LGA14900,P,TOT$,_300_399,14161,4.480407511
LGA14920,P,TOT$,_300_399,759,6.083193075
LGA14950,P,TOT$,_300_399,285,5.743651753
LGA15050,P,TOT$,_300_399,5894,4.878735204
LGA15240,P,TOT$,_300_399,11337,7.421688324
LGA15270,P,TOT$,_300_399,2107,5.495852679
LGA15300,P,TOT$,_300_399,876,4.263811146
LGA15350,P,TOT$,_300_399,803,1.711277811
LGA15520,P,TOT$,_300_399,1134,5.854414042
LGA15560,P,TOT$,_300_399,296,4.846897003
LGA15650,P,TOT$,_300_399,1054,4.228007541
LGA15700,P,TOT$,_300_399,2445,7.621095942
LGA15750,P,TOT$,_300_399,886,4.30431403
LGA15800,P,TOT$,_300_399,500,5.325948019
LGA15850,P,TOT$,_300_399,524,5.174286561
LGA15900,P,TOT$,_300_399,11970,4.632012352
LGA15950,P,TOT$,_300_399,1835,1.551980784
LGA15990,P,TOT$,_300_399,10960,2.699221511
LGA16100,P,TOT$,_300_399,409,4.666286366
LGA16150,P,TOT$,_300_399,2922,4.593834012
LGA16200,P,TOT$,_300_399,1251,5.364033959
LGA16260,P,TOT$,_300_399,12136,3.287908753
LGA16350,P,TOT$,_300_399,11929,3.853845284
LGA16380,P,TOT$,_300_399,8448,6.454521145
LGA16400,P,TOT$,_300_399,6376,5.588619411
LGA16490,P,TOT$,_300_399,2561,2.841451237
LGA16550,P,TOT$,_300_399,6765,2.825873556
LGA16610,P,TOT$,_300_399,2619,7.09929251
LGA16650,P,TOT$,_300_399,7477,4.064337975
LGA16700,P,TOT$,_300_399,6282,3.226966384
LGA16900,P,TOT$,_300_399,6248,5.695221775
LGA16950,P,TOT$,_300_399,11007,6.604464179
LGA17000,P,TOT$,_300_399,1454,4.011587805
LGA17040,P,TOT$,_300_399,1484,4.427207637
LGA17080,P,TOT$,_300_399,1259,5.338138647
LGA17100,P,TOT$,_300_399,2287,3.354159334
LGA17150,P,TOT$,_300_399,11377,3.217231716
LGA17200,P,TOT$,_300_399,10390,2.673301463
LGA17310,P,TOT$,_300_399,4804,5.051577829
LGA17350,P,TOT$,_300_399,626,6.341166937
LGA17400,P,TOT$,_300_399,802,7.177376052
LGA17420,P,TOT$,_300_399,7134,2.885245371
LGA17550,P,TOT$,_300_399,9277,6.099356994
LGA17620,P,TOT$,_300_399,1071,4.78125
LGA17640,P,TOT$,_300_399,613,4.832479306
LGA17650,P,TOT$,_300_399,604,6.175869121
LGA17750,P,TOT$,_300_399,4017,4.042264151
LGA17850,P,TOT$,_300_399,270,5.287896592
LGA17900,P,TOT$,_300_399,620,6.349856616
LGA17950,P,TOT$,_300_399,211,4.921856776
LGA18020,P,TOT$,_300_399,977,6.349928506
LGA18050,P,TOT$,_300_399,2342,2.086897633
LGA18100,P,TOT$,_300_399,452,7.429322814
LGA18200,P,TOT$,_300_399,616,5.585275184
LGA18230,P,TOT$,_300_399,3765,4.740738875
LGA18250,P,TOT$,_300_399,2971,2.48007012
LGA18350,P,TOT$,_300_399,3661,4.636466104
LGA18400,P,TOT$,_300_399,3018,3.988370556
LGA18450,P,TOT$,_300_399,17354,5.193398273
LGA18500,P,TOT$,_300_399,1425,1.556849592
LGA18710,P,TOT$,_300_399,831,3.259590492
LGA19399,P,TOT$,_300_399,62,3.565267395
LGA19499,P,TOT$,_300_399,1328,5.749664459
LGA19799,P,TOT$,_300_399,46,6.036745407
LGA20110,P,TOT$,_300_399,1231,5.928530148
LGA20260,P,TOT$,_300_399,1005,5.130168453
LGA20570,P,TOT$,_300_399,8207,4.990665686
LGA20660,P,TOT$,_300_399,7345,3.677998608
LGA20740,P,TOT$,_300_399,3578,6.51445634
LGA20830,P,TOT$,_300_399,3890,4.963190732
LGA20910,P,TOT$,_300_399,4320,2.745611471
LGA21010,P,TOT$,_300_399,1444,6.177011593
LGA21110,P,TOT$,_300_399,6968,2.516859127
LGA21180,P,TOT$,_300_399,16344,5.156974726
LGA21270,P,TOT$,_300_399,642,6.171890021
LGA21370,P,TOT$,_300_399,3461,5.687382916
LGA21450,P,TOT$,_300_399,5683,3.924344331
LGA21610,P,TOT$,_300_399,17874,3.861225724
LGA21670,P,TOT$,_300_399,1797,8.184923708
LGA21750,P,TOT$,_300_399,1900,5.501027824
LGA21830,P,TOT$,_300_399,1398,5.327134855
LGA21890,P,TOT$,_300_399,11263,4.568093511
LGA22110,P,TOT$,_300_399,4887,6.449441761
LGA22170,P,TOT$,_300_399,9146,4.191067975
LGA22250,P,TOT$,_300_399,1146,6.457429425
LGA22310,P,TOT$,_300_399,7289,3.16623952
LGA22410,P,TOT$,_300_399,1802,5.50145016
LGA22490,P,TOT$,_300_399,1595,4.75622484
LGA22620,P,TOT$,_300_399,8976,5.026712812
LGA22670,P,TOT$,_300_399,13156,5.279378481
LGA22750,P,TOT$,_300_399,18464,4.829108561
LGA22830,P,TOT$,_300_399,5058,4.945586812
LGA22910,P,TOT$,_300_399,1409,5.447515948
LGA22980,P,TOT$,_300_399,646,6.646090535
LGA23110,P,TOT$,_300_399,6003,4.144144144
LGA23190,P,TOT$,_300_399,1567,4.924885285
LGA23270,P,TOT$,_300_399,14604,4.758181178
LGA23350,P,TOT$,_300_399,1201,4.583444644
LGA23430,P,TOT$,_300_399,9801,3.933238089
LGA23670,P,TOT$,_300_399,10230,4.025894807
LGA23810,P,TOT$,_300_399,6535,5.446241801
LGA23940,P,TOT$,_300_399,896,7.084684115
LGA24130,P,TOT$,_300_399,2679,3.653597
LGA24210,P,TOT$,_300_399,7709,3.952056515
LGA24250,P,TOT$,_300_399,733,5.200425683
LGA24330,P,TOT$,_300_399,5374,3.888961255
LGA24410,P,TOT$,_300_399,6604,3.678575805
LGA24600,P,TOT$,_300_399,6509,2.557996046
LGA24650,P,TOT$,_300_399,7627,3.735063663
LGA24780,P,TOT$,_300_399,4797,5.495537811
LGA24850,P,TOT$,_300_399,2801,4.317533719
LGA24900,P,TOT$,_300_399,3009,6.273062731
LGA24970,P,TOT$,_300_399,12122,3.942857515
LGA25060,P,TOT$,_300_399,7615,3.920589401
LGA25150,P,TOT$,_300_399,2263,4.459464785
LGA25250,P,TOT$,_300_399,12015,4.402340587
LGA25340,P,TOT$,_300_399,11966,4.668383271
LGA25430,P,TOT$,_300_399,1710,5.362518816
LGA25490,P,TOT$,_300_399,1208,4.598401218
LGA25620,P,TOT$,_300_399,1350,5.847699905
LGA25710,P,TOT$,_300_399,2904,2.950919622
LGA25810,P,TOT$,_300_399,1272,6.533799055
LGA25900,P,TOT$,_300_399,4277,2.400866715
LGA25990,P,TOT$,_300_399,797,6.524230517
LGA26080,P,TOT$,_300_399,212,4.20969023
LGA26170,P,TOT$,_300_399,2658,5.635176391
LGA26260,P,TOT$,_300_399,1455,5.515751166
LGA26350,P,TOT$,_300_399,4441,2.441048755
LGA26430,P,TOT$,_300_399,976,5.566963267
LGA26490,P,TOT$,_300_399,1736,3.71814093
LGA26610,P,TOT$,_300_399,1607,4.827275458
LGA26670,P,TOT$,_300_399,605,6.027697519
LGA26700,P,TOT$,_300_399,2422,5.217803438
LGA26730,P,TOT$,_300_399,2572,4.668554418
LGA26810,P,TOT$,_300_399,3734,5.280052037
LGA26890,P,TOT$,_300_399,371,5.739480198
LGA26980,P,TOT$,_300_399,10367,3.844228466
LGA27070,P,TOT$,_300_399,14406,4.637731549
LGA27170,P,TOT$,_300_399,2770,4.433915451
LGA27260,P,TOT$,_300_399,10730,3.285223536
LGA27350,P,TOT$,_300_399,4294,2.78909046
LGA27450,P,TOT$,_300_399,9952,4.109713493
LGA27630,P,TOT$,_300_399,746,6.637010676
LGA29399,P,TOT$,_300_399,51,3.411371237
LGA29499,P,TOT$,_300_399,690,5.059392873
LGA29799,P,TOT$,_300_399,0,0
LGA30250,P,TOT$,_300_399,115,6.388888889
LGA30300,P,TOT$,_300_399,306,4.452852154
LGA30370,P,TOT$,_300_399,793,3.553663455
LGA30410,P,TOT$,_300_399,208,4.567413263
LGA30450,P,TOT$,_300_399,15,3.211991435
LGA30760,P,TOT$,_300_399,190,6.020278834
LGA30900,P,TOT$,_300_399,19,2.69121813
LGA31000,P,TOT$,_300_399,61530,3.301376566
LGA31750,P,TOT$,_300_399,18,3.152364273
LGA31820,P,TOT$,_300_399,10478,6.849440435
LGA31900,P,TOT$,_300_399,1396,4.97133293
LGA31950,P,TOT$,_300_399,14,2.564102564
LGA32080,P,TOT$,_300_399,9296,3.724418661
LGA32250,P,TOT$,_300_399,157,5.074337427
LGA32260,P,TOT$,_300_399,2591,5.521106352
LGA32270,P,TOT$,_300_399,1182,2.804070885
LGA32310,P,TOT$,_300_399,965,5.169550544
LGA32330,P,TOT$,_300_399,125,7.720815318
LGA32450,P,TOT$,_300_399,119,2.460711332
LGA32500,P,TOT$,_300_399,303,4.400232356
LGA32600,P,TOT$,_300_399,28,6.194690265
LGA32750,P,TOT$,_300_399,6,1.257861635
LGA32770,P,TOT$,_300_399,94,5.474665114
LGA32810,P,TOT$,_300_399,757,3.869154102
LGA33100,P,TOT$,_300_399,73,5.576776165
LGA33200,P,TOT$,_300_399,114,4.502369668
LGA33220,P,TOT$,_300_399,12909,7.642305301
LGA33360,P,TOT$,_300_399,3653,3.829421446
LGA33430,P,TOT$,_300_399,37883,4.164179679
LGA33610,P,TOT$,_300_399,757,4.530492549
LGA33620,P,TOT$,_300_399,5859,7.231637023
LGA33800,P,TOT$,_300_399,1081,5.888120268
LGA33830,P,TOT$,_300_399,96,7.272727273
LGA33960,P,TOT$,_300_399,12454,4.212655556
LGA33980,P,TOT$,_300_399,658,2.103849597
LGA34420,P,TOT$,_300_399,101,7.297687861
LGA34530,P,TOT$,_300_399,2798,4.756238526
LGA34570,P,TOT$,_300_399,26,2.634245187
LGA34580,P,TOT$,_300_399,3446,5.54777429
LGA34590,P,TOT$,_300_399,20748,4.417268822
LGA34710,P,TOT$,_300_399,223,3.756738544
LGA34770,P,TOT$,_300_399,6927,3.797447536
LGA34800,P,TOT$,_300_399,45,3.365744203
LGA34830,P,TOT$,_300_399,33,7.415730337
LGA34860,P,TOT$,_300_399,739,3.728180809
LGA34880,P,TOT$,_300_399,1949,5.512033711
LGA35010,P,TOT$,_300_399,31121,4.628642224
LGA35250,P,TOT$,_300_399,97,6.092964824
LGA35300,P,TOT$,_300_399,641,2.257598704
LGA35600,P,TOT$,_300_399,316,4.645009555
LGA35670,P,TOT$,_300_399,83,6.184798808
LGA35740,P,TOT$,_300_399,4515,5.164190372
LGA35760,P,TOT$,_300_399,1047,6.066400139
LGA35780,P,TOT$,_300_399,209,5.913978495
LGA35790,P,TOT$,_300_399,209,6.268746251
LGA35800,P,TOT$,_300_399,163,6.176582039
LGA36070,P,TOT$,_300_399,109,9.873188406
LGA36150,P,TOT$,_300_399,48,3.738317757
LGA36250,P,TOT$,_300_399,10643,4.456569074
LGA36300,P,TOT$,_300_399,53,4.114906832
LGA36370,P,TOT$,_300_399,5817,4.605846583
LGA36510,P,TOT$,_300_399,3524,5.423207141
LGA36580,P,TOT$,_300_399,2368,6.052550864
LGA36630,P,TOT$,_300_399,3958,7.59488813
LGA36660,P,TOT$,_300_399,3763,6.601059538
LGA36720,P,TOT$,_300_399,23777,4.933222955
LGA36820,P,TOT$,_300_399,2521,6.20401132
LGA36910,P,TOT$,_300_399,11945,4.659190639
LGA36950,P,TOT$,_300_399,124,2.35338774
LGA36960,P,TOT$,_300_399,310,5.246234557
LGA37010,P,TOT$,_300_399,11331,3.801137221
LGA37300,P,TOT$,_300_399,72,1.259401784
LGA37310,P,TOT$,_300_399,2400,4.605818684
LGA37340,P,TOT$,_300_399,2292,4.143092135
LGA37400,P,TOT$,_300_399,72,3.773584906
LGA37550,P,TOT$,_300_399,60,4.705882353
LGA37570,P,TOT$,_300_399,44,10.18518519
LGA37600,P,TOT$,_300_399,200,5.94000594
LGA39499,P,TOT$,_300_399,1606,6.868531349
LGA39799,P,TOT$,_300_399,18,6.206896552
LGA40070,P,TOT$,_300_399,1283,3.077033768
LGA40120,P,TOT$,_300_399,2368,3.746598317
LGA40220,P,TOT$,_300_399,2787,6.382394028
LGA40250,P,TOT$,_300_399,180,5.205320995
LGA40310,P,TOT$,_300_399,1818,4.739929605
LGA40430,P,TOT$,_300_399,315,7.181942544
LGA40520,P,TOT$,_300_399,1160,6.70171587
LGA40700,P,TOT$,_300_399,2110,2.897237326
LGA40910,P,TOT$,_300_399,4192,4.99398387
LGA41010,P,TOT$,_300_399,233,4.315614003
LGA41060,P,TOT$,_300_399,9354,4.953425934
LGA41140,P,TOT$,_300_399,778,5.264582487
LGA41190,P,TOT$,_300_399,132,4.692499111
LGA41330,P,TOT$,_300_399,161,5.417227456
LGA41560,P,TOT$,_300_399,1932,8.085035152
LGA41750,P,TOT$,_300_399,100,5.931198102
LGA41830,P,TOT$,_300_399,171,6.146657081
LGA41960,P,TOT$,_300_399,139,6.462110646
LGA42030,P,TOT$,_300_399,2121,5.595567867
LGA42110,P,TOT$,_300_399,495,7.218900394
LGA42250,P,TOT$,_300_399,571,4.282928293
LGA42600,P,TOT$,_300_399,2115,3.455261309
LGA42750,P,TOT$,_300_399,441,5.611400942
LGA43080,P,TOT$,_300_399,115,6.497175141
LGA43220,P,TOT$,_300_399,76,4.702970297
LGA43360,P,TOT$,_300_399,225,5.704868154
LGA43650,P,TOT$,_300_399,1032,4.470048079
LGA43710,P,TOT$,_300_399,366,4.146369095
LGA43790,P,TOT$,_300_399,1132,5.979610163
LGA43920,P,TOT$,_300_399,681,4.792062487
LGA44000,P,TOT$,_300_399,4,4.081632653
LGA44060,P,TOT$,_300_399,6838,4.605954466
LGA44210,P,TOT$,_300_399,1044,6.953510057
LGA44340,P,TOT$,_300_399,3786,3.545574587
LGA44550,P,TOT$,_300_399,2214,4.152755374
LGA44620,P,TOT$,_300_399,2335,5.540396251
LGA44830,P,TOT$,_300_399,319,6.504893964
LGA45040,P,TOT$,_300_399,2170,6.292408514
LGA45090,P,TOT$,_300_399,599,4.483197365
LGA45120,P,TOT$,_300_399,484,6.494900698
LGA45290,P,TOT$,_300_399,2600,4.289933506
LGA45340,P,TOT$,_300_399,14071,5.189263745
LGA45400,P,TOT$,_300_399,110,7.432432432
LGA45540,P,TOT$,_300_399,260,8.990318119
LGA45680,P,TOT$,_300_399,7878,5.723751607
LGA45890,P,TOT$,_300_399,10486,5.196903466
LGA46090,P,TOT$,_300_399,1047,4.673064048
LGA46300,P,TOT$,_300_399,1221,5.384547539
LGA46450,P,TOT$,_300_399,1935,6.786378143
LGA46510,P,TOT$,_300_399,1190,3.489633735
LGA46670,P,TOT$,_300_399,962,6.125437759
LGA46860,P,TOT$,_300_399,125,5.247691016
LGA46970,P,TOT$,_300_399,68,1.188811189
LGA47140,P,TOT$,_300_399,12111,5.465573341
LGA47290,P,TOT$,_300_399,184,5.479452055
LGA47490,P,TOT$,_300_399,178,5.363061163
LGA47630,P,TOT$,_300_399,488,4.53826839
LGA47700,P,TOT$,_300_399,7691,4.773431148
LGA47800,P,TOT$,_300_399,602,6.824623059
LGA47910,P,TOT$,_300_399,238,5.478821363
LGA47980,P,TOT$,_300_399,2122,3.343522516
LGA48050,P,TOT$,_300_399,2021,7.925179405
LGA48130,P,TOT$,_300_399,624,5.703317795
LGA48260,P,TOT$,_300_399,447,3.473733292
LGA48340,P,TOT$,_300_399,1110,5.808173303
LGA48410,P,TOT$,_300_399,4681,4.733063701
LGA48540,P,TOT$,_300_399,2179,6.178755742
LGA48640,P,TOT$,_300_399,116,5.960945529
LGA48750,P,TOT$,_300_399,609,6.86042582
LGA48830,P,TOT$,_300_399,1459,7.655176032
LGA49399,P,TOT$,_300_399,220,3.627968338
LGA49499,P,TOT$,_300_399,312,5.897920605
LGA49799,P,TOT$,_300_399,0,0
LGA50080,P,TOT$,_300_399,3079,5.164894152
LGA50210,P,TOT$,_300_399,4608,3.724178062
LGA50250,P,TOT$,_300_399,122,0.539655859
LGA50280,P,TOT$,_300_399,935,4.191133623
LGA50350,P,TOT$,_300_399,984,3.970784068
LGA50420,P,TOT$,_300_399,4226,3.878807904
LGA50490,P,TOT$,_300_399,2484,3.730513922
LGA50560,P,TOT$,_300_399,208,7.04845815
LGA50630,P,TOT$,_300_399,93,3.225806452
LGA50770,P,TOT$,_300_399,126,4.580152672
LGA50840,P,TOT$,_300_399,488,6.356649733
LGA50910,P,TOT$,_300_399,75,4.635352287
LGA50980,P,TOT$,_300_399,671,2.720674695
LGA51080,P,TOT$,_300_399,92,5.278255881
LGA51120,P,TOT$,_300_399,62,4.200542005
LGA51190,P,TOT$,_300_399,2604,4.935276614
LGA51260,P,TOT$,_300_399,2700,4.621309371
LGA51310,P,TOT$,_300_399,950,2.24692526
LGA51330,P,TOT$,_300_399,5504,3.702308562
LGA51400,P,TOT$,_300_399,973,3.751831572
LGA51470,P,TOT$,_300_399,33,3.642384106
LGA51540,P,TOT$,_300_399,312,3.543038837
LGA51610,P,TOT$,_300_399,75,3.432494279
LGA51680,P,TOT$,_300_399,384,4.354235174
LGA51750,P,TOT$,_300_399,380,2.246393947
LGA51820,P,TOT$,_300_399,6021,3.601852073
LGA51890,P,TOT$,_300_399,802,5.625701459
LGA51960,P,TOT$,_300_399,174,3.134570348
LGA52030,P,TOT$,_300_399,125,6.983240223
LGA52100,P,TOT$,_300_399,82,4.503020319
LGA52170,P,TOT$,_300_399,260,2.079168333
LGA52240,P,TOT$,_300_399,98,5.571347356
LGA52310,P,TOT$,_300_399,91,6.399437412
LGA52380,P,TOT$,_300_399,19,5.775075988
LGA52450,P,TOT$,_300_399,77,3.28358209
LGA52520,P,TOT$,_300_399,67,2.960671675
LGA52590,P,TOT$,_300_399,251,4.622467772
LGA52660,P,TOT$,_300_399,937,4.258703754
LGA52730,P,TOT$,_300_399,556,5.752715986
LGA52800,P,TOT$,_300_399,713,6.211883603
LGA52870,P,TOT$,_300_399,468,4.853261433
LGA52940,P,TOT$,_300_399,46,4.319248826
LGA53010,P,TOT$,_300_399,48,4.415823367
LGA53080,P,TOT$,_300_399,61,4.63878327
LGA53150,P,TOT$,_300_399,340,2.81783524
LGA53220,P,TOT$,_300_399,185,1.029952121
LGA53290,P,TOT$,_300_399,925,4.092558181
LGA53360,P,TOT$,_300_399,161,3.719103719
LGA53430,P,TOT$,_300_399,1894,3.820705237
LGA53570,P,TOT$,_300_399,448,5.168435625
LGA53640,P,TOT$,_300_399,73,3.745510518
LGA53710,P,TOT$,_300_399,85,5.179768434
LGA53780,P,TOT$,_300_399,7391,3.956002783
LGA53800,P,TOT$,_300_399,2628,4.295240586
LGA53920,P,TOT$,_300_399,210,4.375
LGA53990,P,TOT$,_300_399,1751,4.23724712
LGA54060,P,TOT$,_300_399,353,5.95680054
LGA54130,P,TOT$,_300_399,57,3.257142857
LGA54170,P,TOT$,_300_399,8324,3.331532289
LGA54200,P,TOT$,_300_399,3410,3.684494868
LGA54280,P,TOT$,_300_399,1136,2.452451372
LGA54310,P,TOT$,_300_399,469,1.450799641
LGA54340,P,TOT$,_300_399,315,4.743261557
LGA54410,P,TOT$,_300_399,107,5.312810328
LGA54480,P,TOT$,_300_399,26,3.023255814
LGA54550,P,TOT$,_300_399,129,4.130643612
LGA54620,P,TOT$,_300_399,46,3.253182461
LGA54690,P,TOT$,_300_399,39,5.918057663
LGA54760,P,TOT$,_300_399,38,3.057119871
LGA54830,P,TOT$,_300_399,2215,3.663033951
LGA54900,P,TOT$,_300_399,62,3.147208122
LGA54970,P,TOT$,_300_399,45,2.216748768
LGA55040,P,TOT$,_300_399,40,1.694197374
LGA55110,P,TOT$,_300_399,7455,5.625353707
LGA55180,P,TOT$,_300_399,825,5.481727575
LGA55250,P,TOT$,_300_399,35,1.981879955
LGA55320,P,TOT$,_300_399,5302,3.261665283
LGA55390,P,TOT$,_300_399,37,4.347826087
LGA55460,P,TOT$,_300_399,220,4.077094144
LGA55530,P,TOT$,_300_399,34,4.62585034
LGA55600,P,TOT$,_300_399,172,4.507337526
LGA55670,P,TOT$,_300_399,42,3.58056266
LGA55740,P,TOT$,_300_399,378,2.606357305
LGA55810,P,TOT$,_300_399,41,5.222929936
LGA55880,P,TOT$,_300_399,33,3.947368421
LGA55950,P,TOT$,_300_399,52,5.963302752
LGA56090,P,TOT$,_300_399,2364,3.750535451
LGA56160,P,TOT$,_300_399,4,1.53256705
LGA56230,P,TOT$,_300_399,1429,5.270145676
LGA56300,P,TOT$,_300_399,125,5.55062167
LGA56370,P,TOT$,_300_399,62,4.613095238
LGA56460,P,TOT$,_300_399,389,4.763654176
LGA56580,P,TOT$,_300_399,756,2.232657039
LGA56620,P,TOT$,_300_399,129,5.363825364
LGA56730,P,TOT$,_300_399,877,4.862497228
LGA56790,P,TOT$,_300_399,350,6.228866346
LGA56860,P,TOT$,_300_399,24,5.78313253
LGA56930,P,TOT$,_300_399,46,1.735194266
LGA57000,P,TOT$,_300_399,25,2.34082397
LGA57080,P,TOT$,_300_399,1040,2.517611174
LGA57140,P,TOT$,_300_399,118,6.200735681
LGA57210,P,TOT$,_300_399,453,5.401216168
LGA57280,P,TOT$,_300_399,366,1.656108597
LGA57350,P,TOT$,_300_399,114,6.670567583
LGA57420,P,TOT$,_300_399,125,4.382889201
LGA57490,P,TOT$,_300_399,7769,3.996604764
LGA57630,P,TOT$,_300_399,4,2.312138728
LGA57700,P,TOT$,_300_399,1380,3.376229388
LGA57770,P,TOT$,_300_399,101,6.495176849
LGA57840,P,TOT$,_300_399,1987,2.768450532
LGA57910,P,TOT$,_300_399,12725,3.639853319
LGA57980,P,TOT$,_300_399,820,2.481915312
LGA58050,P,TOT$,_300_399,7499,3.57623158
LGA58190,P,TOT$,_300_399,29,4.647435897
LGA58260,P,TOT$,_300_399,41,4.591265398
LGA58330,P,TOT$,_300_399,362,4.786460399
LGA58400,P,TOT$,_300_399,28,4.721753794
LGA58470,P,TOT$,_300_399,17,4.325699746
LGA58510,P,TOT$,_300_399,1928,3.185986945
LGA58540,P,TOT$,_300_399,66,4.435483871
LGA58570,P,TOT$,_300_399,1751,3.027264397
LGA58610,P,TOT$,_300_399,168,5.533596838
LGA58680,P,TOT$,_300_399,28,4
LGA58760,P,TOT$,_300_399,10158,3.502734464
LGA58820,P,TOT$,_300_399,318,4.706927176
LGA58890,P,TOT$,_300_399,68,5.222734255
LGA59030,P,TOT$,_300_399,16,3.082851638
LGA59100,P,TOT$,_300_399,73,6.271477663
LGA59170,P,TOT$,_300_399,57,3.66088632
LGA59250,P,TOT$,_300_399,28,2.094240838
LGA59310,P,TOT$,_300_399,91,4.347826087
LGA59320,P,TOT$,_300_399,33,5.213270142
LGA59330,P,TOT$,_300_399,59,6.651634724
LGA59340,P,TOT$,_300_399,369,3.344511919
LGA59350,P,TOT$,_300_399,13,2.11038961
LGA59360,P,TOT$,_300_399,67,3.191996189
LGA59370,P,TOT$,_300_399,347,5.8017054
LGA59499,P,TOT$,_300_399,554,4.989642439
LGA59799,P,TOT$,_300_399,3,0.344036697
LGA60210,P,TOT$,_300_399,860,8.196721311
LGA60410,P,TOT$,_300_399,1470,5.823858009
LGA60610,P,TOT$,_300_399,1926,6.232001294
LGA60810,P,TOT$,_300_399,2254,6.353053919
LGA61010,P,TOT$,_300_399,269,7.447397564
LGA61210,P,TOT$,_300_399,729,5.783419278
LGA61410,P,TOT$,_300_399,4087,4.544292116
LGA61510,P,TOT$,_300_399,1065,6.539358959
LGA61610,P,TOT$,_300_399,2606,6.446984315
LGA61810,P,TOT$,_300_399,807,7.369190028
LGA62010,P,TOT$,_300_399,86,5.555555556
LGA62210,P,TOT$,_300_399,833,7.557612049
LGA62410,P,TOT$,_300_399,563,7.301257943
LGA62610,P,TOT$,_300_399,4168,5.507763462
LGA62810,P,TOT$,_300_399,3006,3.479368019
LGA63010,P,TOT$,_300_399,1667,6.273284913
LGA63210,P,TOT$,_300_399,682,6.679071589
LGA63410,P,TOT$,_300_399,99,3.676197549
LGA63610,P,TOT$,_300_399,2451,4.26617002
LGA63810,P,TOT$,_300_399,1123,6.297313968
LGA64010,P,TOT$,_300_399,5599,5.212153935
LGA64210,P,TOT$,_300_399,2023,6.337322223
LGA64610,P,TOT$,_300_399,1304,6.143987938
LGA64810,P,TOT$,_300_399,1333,5.677897517
LGA65010,P,TOT$,_300_399,590,6.000203397
LGA65210,P,TOT$,_300_399,336,8.213150819
LGA65410,P,TOT$,_300_399,1513,6.733722017
LGA65610,P,TOT$,_300_399,443,6.546475543
LGA65810,P,TOT$,_300_399,2119,5.655039898
LGA69499,P,TOT$,_300_399,102,6.082289803
LGA69799,P,TOT$,_300_399,3,2.23880597
LGA70200,P,TOT$,_300_399,802,2.049578329
LGA70420,P,TOT$,_300_399,396,4.031354983
LGA70540,P,TOT$,_300_399,27,10.15037594
LGA70620,P,TOT$,_300_399,245,4.719707186
LGA70700,P,TOT$,_300_399,85,3.962703963
LGA71000,P,TOT$,_300_399,2870,2.233306617
LGA71300,P,TOT$,_300_399,476,3.699098539
LGA72200,P,TOT$,_300_399,342,2.273784988
LGA72300,P,TOT$,_300_399,651,1.657754011
LGA72330,P,TOT$,_300_399,329,3.42851188
LGA72800,P,TOT$,_300_399,999,1.992262285
LGA73600,P,TOT$,_300_399,399,4.309786131
LGA74050,P,TOT$,_300_399,200,5.430355688
LGA74550,P,TOT$,_300_399,114,2.783203125
LGA74560,P,TOT$,_300_399,32,4.04551201
LGA74660,P,TOT$,_300_399,309,3.397844733
