pop,LGA_CODE_2016,sex,Ed,pop_pct
1473,LGA16200,P,NS,13.24283017
14405,LGA16260,P,NS,8.109690531
12258,LGA16350,P,NS,8.290106382
6260,LGA16380,P,NS,9.983254924
5593,LGA16400,P,NS,10.20620438
3901,LGA16490,P,NS,9.071882049
12153,LGA16550,P,NS,10.45779193
2002,LGA16610,P,NS,11.33635334
7809,LGA16650,P,NS,8.782150047
5521,LGA16700,P,NS,5.878657524
4192,LGA16900,P,NS,8.021431305
9040,LGA16950,P,NS,11.24210317
1589,LGA17000,P,NS,9.219611256
1978,LGA17040,P,NS,12.2841883
1587,LGA17080,P,NS,13.97376068
2676,LGA17100,P,NS,8.195767358
9717,LGA17150,P,NS,5.749840233
26620,LGA17200,P,NS,13.85368798
4888,LGA17310,P,NS,10.76106818
440,LGA17350,P,NS,9.324009324
781,LGA17400,P,NS,14.46296296
4873,LGA17420,P,NS,4.180284977
7797,LGA17550,P,NS,10.66358489
1348,LGA17620,P,NS,12.54770548
698,LGA17640,P,NS,11.39405811
471,LGA17650,P,NS,10.06195257
3863,LGA17750,P,NS,8.138971409
356,LGA17850,P,NS,14.36642454
756,LGA17900,P,NS,15.89571068
292,LGA17950,P,NS,14.02497598
1030,LGA18020,P,NS,13.92268181
6786,LGA18050,P,NS,12.43585984
374,LGA18100,P,NS,12.6394052
763,LGA18200,P,NS,14.401661
4708,LGA18230,P,NS,12.38230498
3465,LGA18250,P,NS,6.044377769
3356,LGA18350,P,NS,8.927906358
2795,LGA18400,P,NS,7.760439805
11918,LGA18450,P,NS,7.441587472
4669,LGA18500,P,NS,10.6159478
1168,LGA18710,P,NS,9.65688301
109,LGA19399,P,NS,12.68917346
3369,LGA19499,P,NS,29.39277613
67,LGA19799,P,NS,18.15718157
1146,LGA20110,P,NS,11.51758794
1609,LGA20260,P,NS,17.00126796
6936,LGA20570,P,NS,8.841751013
6235,LGA20660,P,NS,6.529000911
2886,LGA20740,P,NS,10.90290895
3463,LGA20830,P,NS,9.259853468
5219,LGA20910,P,NS,7.012993993
1292,LGA21010,P,NS,11.51823126
8214,LGA21110,P,NS,6.290589389
13226,LGA21180,P,NS,8.75279605
659,LGA21270,P,NS,13.33198462
3247,LGA21370,P,NS,11.18035948
5261,LGA21450,P,NS,7.653810902
15345,LGA21610,P,NS,7.017648162
1125,LGA21670,P,NS,10.63528077
1727,LGA21750,P,NS,10.42433754
1419,LGA21830,P,NS,11.35926993
10727,LGA21890,P,NS,8.977996502
4473,LGA22110,P,NS,12.24473036
9314,LGA22170,P,NS,8.914454164
930,LGA22250,P,NS,11.00201112
6926,LGA22310,P,NS,6.291101987
1732,LGA22410,P,NS,11.04944179
1195,LGA22490,P,NS,7.532778618
8205,LGA22620,P,NS,9.627456732
9749,LGA22670,P,NS,8.192092769
16402,LGA22750,P,NS,8.980753963
5753,LGA22830,P,NS,11.8721367
1504,LGA22910,P,NS,11.9554849
465,LGA22980,P,NS,10.03669329
5406,LGA23110,P,NS,7.770255703
1338,LGA23190,P,NS,8.806107674
11111,LGA23270,P,NS,7.645569272
1338,LGA23350,P,NS,10.70742638
8584,LGA23430,P,NS,7.182963056
7100,LGA23670,P,NS,5.877775386
6476,LGA23810,P,NS,11.26006294
916,LGA23940,P,NS,15.11800627
3036,LGA24130,P,NS,8.723887245
5485,LGA24210,P,NS,5.924285791
730,LGA24250,P,NS,10.90040317
6031,LGA24330,P,NS,8.995853346
5204,LGA24410,P,NS,6.083063507
15674,LGA24600,P,NS,12.48506476
8472,LGA24650,P,NS,8.748541393
5049,LGA24780,P,NS,12.13701923
3378,LGA24850,P,NS,10.98929698
2767,LGA24900,P,NS,12.03776212
9254,LGA24970,P,NS,6.287667231
7548,LGA25060,P,NS,8.102537679
2143,LGA25150,P,NS,8.882533366
10609,LGA25250,P,NS,8.009210328
10430,LGA25340,P,NS,8.498883656
2352,LGA25430,P,NS,15.3125
1355,LGA25490,P,NS,10.80628439
1284,LGA25620,P,NS,11.50537634
2385,LGA25710,P,NS,5.157091271
983,LGA25810,P,NS,10.55967343
10180,LGA25900,P,NS,11.64519893
1022,LGA25990,P,NS,17.33672604
270,LGA26080,P,NS,11.13402062
2393,LGA26170,P,NS,10.59552801
1209,LGA26260,P,NS,9.620434471
7776,LGA26350,P,NS,8.807738486
978,LGA26430,P,NS,11.56301726
1629,LGA26490,P,NS,7.332223072
2545,LGA26610,P,NS,16.03654694
493,LGA26670,P,NS,10.27511463
2314,LGA26700,P,NS,10.42483218
2679,LGA26730,P,NS,10.21427482
4378,LGA26810,P,NS,12.95036384
262,LGA26890,P,NS,8.473479948
7291,LGA26980,P,NS,5.674415709
10373,LGA27070,P,NS,6.984526711
2623,LGA27170,P,NS,8.822737975
11689,LGA27260,P,NS,7.51694512
7875,LGA27350,P,NS,10.42632067
7872,LGA27450,P,NS,6.83861664
663,LGA27630,P,NS,12.35787512
208,LGA29399,P,NS,28.22252374
2000,LGA29499,P,NS,29.63401985
3,LGA29799,P,NS,10
36,LGA30250,P,NS,4.10022779
369,LGA30300,P,NS,11.06778644
1127,LGA30370,P,NS,10.43518519
209,LGA30410,P,NS,9.347048301
15,LGA30450,P,NS,6.637168142
130,LGA30760,P,NS,8.441558442
66,LGA30900,P,NS,19.18604651
68080,LGA31000,P,NS,7.575757576
39,LGA31750,P,NS,13.49480969
7506,LGA31820,P,NS,10.19241476
1396,LGA31900,P,NS,10.34303919
66,LGA31950,P,NS,24
13694,LGA32080,P,NS,11.44131875
211,LGA32250,P,NS,13.9182058
2831,LGA32260,P,NS,12.49448318
3061,LGA32270,P,NS,15.06101161
1161,LGA32310,P,NS,13.18868568
49,LGA32330,P,NS,6.490066225
394,LGA32450,P,NS,16.58947368
643,LGA32500,P,NS,19.05185185
70,LGA32600,P,NS,31.39013453
40,LGA32750,P,NS,16.80672269
46,LGA32770,P,NS,5.672009864
1560,LGA32810,P,NS,16.35734508
93,LGA33100,P,NS,14.374034
135,LGA33200,P,NS,10.7827476
9131,LGA33220,P,NS,11.20010794
4307,LGA33360,P,NS,9.424507659
41674,LGA33430,P,NS,9.514763935
1052,LGA33610,P,NS,13.04078344
4210,LGA33620,P,NS,10.78850934
929,LGA33800,P,NS,10.54483541
66,LGA33830,P,NS,10.29641186
12254,LGA33960,P,NS,8.680498983
2718,LGA33980,P,NS,17.97856859
33,LGA34420,P,NS,4.903417533
3530,LGA34530,P,NS,12.52617011
73,LGA34570,P,NS,15.17671518
3544,LGA34580,P,NS,11.8878304
18358,LGA34590,P,NS,8.189174481
375,LGA34710,P,NS,13.01179736
9382,LGA34770,P,NS,10.72780287
62,LGA34800,P,NS,9.465648855
17,LGA34830,P,NS,7.589285714
1215,LGA34860,P,NS,12.6813485
3227,LGA34880,P,NS,18.90783383
25555,LGA35010,P,NS,7.931138291
104,LGA35250,P,NS,13.47150259
1921,LGA35300,P,NS,14.04239766
353,LGA35600,P,NS,10.68401937
16,LGA35670,P,NS,2.503912363
3604,LGA35740,P,NS,8.561586887
1268,LGA35760,P,NS,15.18199234
102,LGA35780,P,NS,6.129807692
68,LGA35790,P,NS,4.234122042
147,LGA35800,P,NS,11.27300613
27,LGA36070,P,NS,4.945054945
46,LGA36150,P,NS,7.266982622
7121,LGA36250,P,NS,6.228733873
70,LGA36300,P,NS,11.11111111
6449,LGA36370,P,NS,10.67556159
3342,LGA36510,P,NS,10.70982214
2101,LGA36580,P,NS,11.14647992
2873,LGA36630,P,NS,11.4289124
2618,LGA36660,P,NS,9.588689888
18563,LGA36720,P,NS,8.008991401
2317,LGA36820,P,NS,11.83531695
11597,LGA36910,P,NS,9.459371278
558,LGA36950,P,NS,22.38267148
339,LGA36960,P,NS,11.82833217
14210,LGA37010,P,NS,9.936437567
362,LGA37300,P,NS,13.12545323
3570,LGA37310,P,NS,14.28742946
4242,LGA37340,P,NS,15.78888599
125,LGA37400,P,NS,13.44086022
55,LGA37550,P,NS,9.197324415
15,LGA37570,P,NS,7.042253521
54,LGA37600,P,NS,3.400503778
2629,LGA39499,P,NS,22.62283797
22,LGA39799,P,NS,15.27777778
2607,LGA40070,P,NS,12.68489685
1845,LGA40120,P,NS,6.167886872
1941,LGA40220,P,NS,9.223093371
358,LGA40250,P,NS,21.56626506
1385,LGA40310,P,NS,7.581978431
230,LGA40430,P,NS,10.81843838
865,LGA40520,P,NS,10.46961995
1901,LGA40700,P,NS,5.530664494
2146,LGA40910,P,NS,5.357232014
412,LGA41010,P,NS,15.90733591
6309,LGA41060,P,NS,6.956742273
645,LGA41140,P,NS,9.094754653
129,LGA41190,P,NS,9.670164918
313,LGA41330,P,NS,21.55647383
1314,LGA41560,P,NS,11.42807445
80,LGA41750,P,NS,9.768009768
149,LGA41830,P,NS,11.15269461
143,LGA41960,P,NS,13.54166667
1458,LGA42030,P,NS,8.057919752
330,LGA42110,P,NS,10.06097561
973,LGA42250,P,NS,15.32766226
2409,LGA42600,P,NS,8.162504659
444,LGA42750,P,NS,11.69960474
69,LGA43080,P,NS,8.108108108
71,LGA43220,P,NS,9.03307888
188,LGA43360,P,NS,9.771309771
726,LGA43650,P,NS,6.670341786
586,LGA43710,P,NS,13.90602753
876,LGA43790,P,NS,9.729009329
586,LGA43920,P,NS,8.630338733
35,LGA44000,P,NS,67.30769231
4409,LGA44060,P,NS,6.189286316
977,LGA44210,P,NS,13.48888582
2708,LGA44340,P,NS,5.333123264
1796,LGA44550,P,NS,7.116535246
1701,LGA44620,P,NS,8.483790524
231,LGA44830,P,NS,9.850746269
1764,LGA45040,P,NS,10.70193533
500,LGA45090,P,NS,7.833307222
322,LGA45120,P,NS,8.984375
1844,LGA45290,P,NS,6.343309254
9176,LGA45340,P,NS,7.101012993
74,LGA45400,P,NS,10.09549795
174,LGA45540,P,NS,12.51798561
6124,LGA45680,P,NS,9.357332763
8216,LGA45890,P,NS,8.482345654
1904,LGA46090,P,NS,17.62473387
1074,LGA46300,P,NS,9.94076268
1261,LGA46450,P,NS,9.300095877
986,LGA46510,P,NS,6.005603606
811,LGA46670,P,NS,10.77740864
112,LGA46860,P,NS,9.696969697
301,LGA46970,P,NS,10.83513319
7357,LGA47140,P,NS,6.957237153
168,LGA47290,P,NS,10.37677579
167,LGA47490,P,NS,10.40498442
570,LGA47630,P,NS,11.13933946
3942,LGA47700,P,NS,5.126937884
411,LGA47800,P,NS,9.75088968
196,LGA47910,P,NS,9.311163895
1962,LGA47980,P,NS,6.442926573
1028,LGA48050,P,NS,8.332657858
449,LGA48130,P,NS,8.629636748
420,LGA48260,P,NS,6.875102308
858,LGA48340,P,NS,9.373975746
3325,LGA48410,P,NS,6.982506983
1806,LGA48540,P,NS,10.75448103
108,LGA48640,P,NS,11.40443506
378,LGA48750,P,NS,8.782527881
774,LGA48830,P,NS,8.390243902
608,LGA49399,P,NS,20.31406615
612,LGA49499,P,NS,23.71173964
0,LGA49799,P,NS,0
2991,LGA50080,P,NS,10.47488968
4847,LGA50210,P,NS,8.147040038
2204,LGA50250,P,NS,19.69967823
1074,LGA50280,P,NS,9.987910351
968,LGA50350,P,NS,8.094999164
4526,LGA50420,P,NS,8.572294405
4109,LGA50490,P,NS,12.66450917
223,LGA50560,P,NS,15.48611111
150,LGA50630,P,NS,10.66098081
153,LGA50770,P,NS,11.38392857
387,LGA50840,P,NS,10.42564655
131,LGA50910,P,NS,16.77336748
1923,LGA50980,P,NS,16.12578616
130,LGA51080,P,NS,15.24032825
75,LGA51120,P,NS,10.25991792
2819,LGA51190,P,NS,11.07401006
2771,LGA51260,P,NS,9.908105982
1353,LGA51310,P,NS,6.742412917
4749,LGA51330,P,NS,6.696466341
949,LGA51400,P,NS,7.837793195
45,LGA51470,P,NS,10.22727273
781,LGA51540,P,NS,18.09965238
140,LGA51610,P,NS,13.39712919
475,LGA51680,P,NS,11.33922177
765,LGA51750,P,NS,9.670079636
6561,LGA51820,P,NS,8.188353343
816,LGA51890,P,NS,11.93505924
427,LGA51960,P,NS,16.01049869
76,LGA52030,P,NS,8.685714286
107,LGA52100,P,NS,12.00897868
489,LGA52170,P,NS,8.195072901
104,LGA52240,P,NS,11.88571429
104,LGA52310,P,NS,14.87839771
46,LGA52380,P,NS,28.57142857
121,LGA52450,P,NS,11.46919431
130,LGA52520,P,NS,11.70117012
287,LGA52590,P,NS,10.82202112
968,LGA52660,P,NS,9.222560976
524,LGA52730,P,NS,11.43106457
1005,LGA52800,P,NS,18.05281121
575,LGA52870,P,NS,12.39224138
48,LGA52940,P,NS,9.266409266
78,LGA53010,P,NS,14.23357664
145,LGA53080,P,NS,22.44582043
479,LGA53150,P,NS,8.302998787
2039,LGA53220,P,NS,23.12577974
1590,LGA53290,P,NS,14.79482646
239,LGA53360,P,NS,11.38637446
2578,LGA53430,P,NS,10.70731403
505,LGA53570,P,NS,12.01236917
131,LGA53640,P,NS,13.77497371
107,LGA53710,P,NS,13.1127451
7249,LGA53780,P,NS,8.132242902
3478,LGA53800,P,NS,11.91014314
633,LGA53920,P,NS,27.13244749
1914,LGA53990,P,NS,9.738971149
289,LGA54060,P,NS,10.15817223
117,LGA54130,P,NS,13.40206186
6432,LGA54170,P,NS,5.407450377
3267,LGA54200,P,NS,7.416403714
2861,LGA54280,P,NS,12.83535218
2553,LGA54310,P,NS,16.3948112
565,LGA54340,P,NS,17.54658385
140,LGA54410,P,NS,14.27115189
64,LGA54480,P,NS,15.27446301
183,LGA54550,P,NS,11.93737769
68,LGA54620,P,NS,9.770114943
29,LGA54690,P,NS,9.034267913
53,LGA54760,P,NS,8.760330579
3677,LGA54830,P,NS,12.60412025
108,LGA54900,P,NS,11.15702479
204,LGA54970,P,NS,20.46138415
313,LGA55040,P,NS,26.75213675
5917,LGA55110,P,NS,9.268919279
848,LGA55180,P,NS,11.80072363
233,LGA55250,P,NS,26.99884125
5224,LGA55320,P,NS,6.734909625
67,LGA55390,P,NS,15.95238095
286,LGA55460,P,NS,11.06382979
44,LGA55530,P,NS,12.29050279
221,LGA55600,P,NS,11.95240671
78,LGA55670,P,NS,14.60674157
711,LGA55740,P,NS,10.41300527
109,LGA55810,P,NS,28.53403141
35,LGA55880,P,NS,8.5995086
41,LGA55950,P,NS,9.425287356
3984,LGA56090,P,NS,13.2091111
48,LGA56160,P,NS,38.0952381
1363,LGA56230,P,NS,10.44204397
135,LGA56300,P,NS,12.23934723
77,LGA56370,P,NS,11.64901664
583,LGA56460,P,NS,15.07628653
980,LGA56580,P,NS,6.123086535
389,LGA56620,P,NS,32.66162888
1524,LGA56730,P,NS,17.51925509
393,LGA56790,P,NS,14.3483023
17,LGA56860,P,NS,8.457711443
92,LGA56930,P,NS,7.869974337
67,LGA57000,P,NS,12.98449612
3538,LGA57080,P,NS,17.27370374
137,LGA57140,P,NS,14.9726776
543,LGA57210,P,NS,13.38097585
1980,LGA57280,P,NS,18.47531959
125,LGA57350,P,NS,14.97005988
200,LGA57420,P,NS,14.12429379
9111,LGA57490,P,NS,9.792457089
15,LGA57630,P,NS,17.85714286
1716,LGA57700,P,NS,8.75599551
92,LGA57770,P,NS,12.01044386
3089,LGA57840,P,NS,8.944290016
14355,LGA57910,P,NS,8.512063946
1331,LGA57980,P,NS,8.292318236
8908,LGA58050,P,NS,8.907465552
44,LGA58190,P,NS,14.47368421
54,LGA58260,P,NS,12.16216216
432,LGA58330,P,NS,11.74870819
61,LGA58400,P,NS,20.89041096
42,LGA58470,P,NS,21.76165803
3695,LGA58510,P,NS,12.49070381
87,LGA58540,P,NS,11.95054945
2927,LGA58570,P,NS,10.33508704
203,LGA58610,P,NS,13.71621622
50,LGA58680,P,NS,14.12429379
10695,LGA58760,P,NS,7.763501742
446,LGA58820,P,NS,13.65584813
58,LGA58890,P,NS,9.020217729
45,LGA59030,P,NS,17.50972763
70,LGA59100,P,NS,12.32394366
79,LGA59170,P,NS,10.29986962
133,LGA59250,P,NS,20.2435312
71,LGA59310,P,NS,6.853281853
22,LGA59320,P,NS,6.896551724
79,LGA59330,P,NS,18.0778032
824,LGA59340,P,NS,15.36740022
66,LGA59350,P,NS,21.3592233
176,LGA59360,P,NS,16.98841699
411,LGA59370,P,NS,14.10916581
1570,LGA59499,P,NS,28.38033261
72,LGA59799,P,NS,16.66666667
569,LGA60210,P,NS,11.14375245
1206,LGA60410,P,NS,10.0124533
1353,LGA60610,P,NS,9.185959671
1542,LGA60810,P,NS,9.025460931
190,LGA61010,P,NS,10.74660633
637,LGA61210,P,NS,10.51849406
3500,LGA61410,P,NS,8.117824423
820,LGA61510,P,NS,10.42726348
1814,LGA61610,P,NS,9.35582031
568,LGA61810,P,NS,10.72305078
76,LGA62010,P,NS,9.96068152
674,LGA62210,P,NS,12.57462687
486,LGA62410,P,NS,12.78947368
3514,LGA62610,P,NS,9.681507604
3118,LGA62810,P,NS,7.508729681
1197,LGA63010,P,NS,9.336973479
486,LGA63210,P,NS,9.832085778
154,LGA63410,P,NS,11.71102662
1750,LGA63610,P,NS,6.406032652
783,LGA63810,P,NS,9.042614621
4896,LGA64010,P,NS,9.496654059
1313,LGA64210,P,NS,8.590121034
1150,LGA64610,P,NS,11.22060689
993,LGA64810,P,NS,8.780617208
497,LGA65010,P,NS,10.54977712
292,LGA65210,P,NS,14.56359102
1036,LGA65410,P,NS,9.558077313
372,LGA65610,P,NS,11.29326047
1559,LGA65810,P,NS,8.733404291
187,LGA69499,P,NS,22.53012048
6,LGA69799,P,NS,9.523809524
2820,LGA70200,P,NS,15.02957949
742,LGA70420,P,NS,15.50031335
4,LGA70540,P,NS,3.125
285,LGA70620,P,NS,11.1677116
267,LGA70700,P,NS,25.42857143
8067,LGA71000,P,NS,13.04263472
836,LGA71300,P,NS,14.11208643
1773,LGA72200,P,NS,24.38454133
4447,LGA72300,P,NS,23.44227728
1653,LGA72330,P,NS,35.51020408
2556,LGA72800,P,NS,10.64645118
666,LGA73600,P,NS,15.09861709
125,LGA74050,P,NS,7.082152975
453,LGA74550,P,NS,22.65
35,LGA74560,P,NS,9.138381201
924,LGA74660,P,NS,21.04783599
308,LGA74680,P,NS,15.27777778
1011,LGA79399,P,NS,18.99304903
737,LGA79499,P,NS,32.28208498
9,LGA79799,P,NS,12.85714286
21463,LGA89399,P,NS,6.948135823
102,LGA89499,P,NS,20.52313883
0,LGA89799,P,NS,#DIV/0!
751,LGA99399,P,NS,21.04820628
4,LGA99499,P,NS,8.695652174
0,LGA99799,P,NS,0
