pop,LGA_CODE_2016,sex,Ed,pop_pct
16963,LGA10050,P,Y12,42.8012717
12180,LGA10130,P,Y12,53.21565886
14389,LGA10250,P,Y12,43.1855698
503,LGA10300,P,Y12,29.26119837
13902,LGA10470,P,Y12,44.04105683
10445,LGA10550,P,Y12,38.7468932
4171,LGA10600,P,Y12,41.68498901
2047,LGA10650,P,Y12,30.10736873
142391,LGA10750,P,Y12,57.60992701
1300,LGA10800,P,Y12,28.62805549
2023,LGA10850,P,Y12,37.01061105
34246,LGA10900,P,Y12,57.09284297
623,LGA10950,P,Y12,30.30155642
23986,LGA11100,P,Y12,64.14569572
569,LGA11150,P,Y12,28.97148676
306,LGA11200,P,Y12,24.95921697
3635,LGA11250,P,Y12,25.47302032
22333,LGA11300,P,Y12,72.40160799
13240,LGA11350,P,Y12,52.33408435
3852,LGA11400,P,Y12,38.68635131
27831,LGA11450,P,Y12,49.22094689
57705,LGA11500,P,Y12,49.10060924
50108,LGA11520,P,Y12,70.15470774
151176,LGA11570,P,Y12,57.5818634
737,LGA11600,P,Y12,34.8628193
106672,LGA11650,P,Y12,41.64873908
333,LGA11700,P,Y12,22.94968987
11990,LGA11720,P,Y12,28.25164939
12629,LGA11730,P,Y12,31.01195884
1055,LGA11750,P,Y12,30.18597997
22890,LGA11800,P,Y12,40.08194999
988,LGA12000,P,Y12,30.24181206
849,LGA12150,P,Y12,28.00131926
2886,LGA12350,P,Y12,29.09274194
97509,LGA12380,P,Y12,59.29004445
2307,LGA12700,P,Y12,32.94302442
2327,LGA12730,P,Y12,33.3094761
11487,LGA12750,P,Y12,37.22656123
76178,LGA12850,P,Y12,49.95671791
3002,LGA12870,P,Y12,30.5796068
2408,LGA12900,P,Y12,33.10875842
78893,LGA12930,P,Y12,67.44836195
934,LGA12950,P,Y12,28.13253012
2096,LGA13010,P,Y12,29.62962963
8425,LGA13310,P,Y12,36.16811196
2685,LGA13340,P,Y12,34.91547464
6830,LGA13450,P,Y12,35.1880474
2800,LGA13510,P,Y12,31.80372558
3058,LGA13550,P,Y12,32.78301887
1271,LGA13660,P,Y12,30.66344994
20236,LGA13800,P,Y12,40.93207654
760,LGA13850,P,Y12,32.56212511
4645,LGA13910,P,Y12,32.64689345
78375,LGA14000,P,Y12,72.21705198
7552,LGA14100,P,Y12,72.19195106
106941,LGA14170,P,Y12,71.25267345
4077,LGA14200,P,Y12,32.34174203
1329,LGA14300,P,Y12,26.426725
6290,LGA14350,P,Y12,27.32762741
8556,LGA14400,P,Y12,49.95912647
71546,LGA14500,P,Y12,81.41607019
2218,LGA14550,P,Y12,30.82267927
1482,LGA14600,P,Y12,31.592411
61387,LGA14650,P,Y12,39.78702305
22676,LGA14700,P,Y12,80.97993
2403,LGA14750,P,Y12,29.21225383
14170,LGA14850,P,Y12,41.88837649
4888,LGA14870,P,Y12,28.97451097
81128,LGA14900,P,Y12,54.25787337
1765,LGA14920,P,Y12,29.441201
752,LGA14950,P,Y12,31.45127562
22310,LGA15050,P,Y12,38.69703224
22116,LGA15240,P,Y12,30.041974
6250,LGA15270,P,Y12,33.8624912
3353,LGA15300,P,Y12,33.83109676
17720,LGA15350,P,Y12,79.01190529
3023,LGA15520,P,Y12,32.42866338
904,LGA15560,P,Y12,31.10805231
3624,LGA15650,P,Y12,30.41544272
4794,LGA15700,P,Y12,31.03716172
3223,LGA15750,P,Y12,32.57200606
1275,LGA15800,P,Y12,28.17057004
1598,LGA15850,P,Y12,32.86037425
64900,LGA15900,P,Y12,52.11428204
46535,LGA15950,P,Y12,80.2742798
131072,LGA15990,P,Y12,67.69338828
1364,LGA16100,P,Y12,32.60038241
12993,LGA16150,P,Y12,42.80913314
3588,LGA16200,P,Y12,32.25748449
125072,LGA16260,P,Y12,70.41271879
65992,LGA16350,P,Y12,44.63050256
23412,LGA16380,P,Y12,37.33673551
19310,LGA16400,P,Y12,35.23722628
24585,LGA16490,P,Y12,57.173089
82515,LGA16550,P,Y12,71.00507702
4830,LGA16610,P,Y12,27.34994337
56665,LGA16650,P,Y12,63.72653764
69082,LGA16700,P,Y12,73.55722135
18796,LGA16900,P,Y12,35.96632223
27977,LGA16950,P,Y12,34.79207084
6088,LGA17000,P,Y12,35.32346968
7151,LGA17040,P,Y12,44.41063222
3508,LGA17080,P,Y12,30.88843885
24402,LGA17100,P,Y12,74.7358427
97876,LGA17150,P,Y12,57.9161637
142564,LGA17200,P,Y12,74.19373305
16716,LGA17310,P,Y12,36.80073971
1372,LGA17350,P,Y12,29.07395635
1649,LGA17400,P,Y12,30.53703704
81324,LGA17420,P,Y12,69.76349178
28796,LGA17550,P,Y12,39.38291529
3681,LGA17620,P,Y12,34.26417202
2268,LGA17640,P,Y12,37.02252693
1918,LGA17650,P,Y12,40.97415082
21523,LGA17750,P,Y12,45.3469018
865,LGA17850,P,Y12,34.90718321
1409,LGA17900,P,Y12,29.62573591
772,LGA17950,P,Y12,37.07973103
2254,LGA18020,P,Y12,30.46769397
40862,LGA18050,P,Y12,74.88271514
922,LGA18100,P,Y12,31.1591754
1568,LGA18200,P,Y12,29.59607399
14500,LGA18230,P,Y12,38.13581611
45921,LGA18250,P,Y12,80.10501343
18051,LGA18350,P,Y12,48.0207502
14492,LGA18400,P,Y12,40.23767215
76785,LGA18450,P,Y12,47.94447844
34725,LGA18500,P,Y12,78.95454856
6620,LGA18710,P,Y12,54.73336089
347,LGA19399,P,Y12,40.39580908
4161,LGA19499,P,Y12,36.302565
125,LGA19799,P,Y12,33.87533875
3934,LGA20110,P,Y12,39.53768844
3129,LGA20260,P,Y12,33.06213018
37010,LGA20570,P,Y12,47.17895113
60566,LGA20660,P,Y12,63.4218876
9973,LGA20740,P,Y12,37.67661504
14862,LGA20830,P,Y12,39.74009305
53401,LGA20910,P,Y12,71.75721254
3994,LGA21010,P,Y12,35.60666845
103044,LGA21110,P,Y12,78.9149614
82018,LGA21180,P,Y12,54.27845354
1540,LGA21270,P,Y12,31.15516893
9205,LGA21370,P,Y12,31.69547552
32005,LGA21450,P,Y12,46.56153164
119849,LGA21610,P,Y12,54.80991297
3189,LGA21670,P,Y12,30.14747589
6100,LGA21750,P,Y12,36.8201847
4221,LGA21830,P,Y12,33.78962536
76933,LGA21890,P,Y12,64.38931713
12577,LGA22110,P,Y12,34.42923624
50297,LGA22170,P,Y12,48.13939243
2290,LGA22250,P,Y12,27.09097362
81706,LGA22310,P,Y12,74.21611016
4896,LGA22410,P,Y12,31.23444976
6737,LGA22490,P,Y12,42.46722138
36557,LGA22620,P,Y12,42.89469053
65036,LGA22670,P,Y12,54.64980463
88019,LGA22750,P,Y12,48.19393873
18245,LGA22830,P,Y12,37.65116183
5573,LGA22910,P,Y12,44.30047695
1382,LGA22980,P,Y12,29.82948414
40611,LGA23110,P,Y12,58.37178216
5837,LGA23190,P,Y12,38.41648019
75834,LGA23270,P,Y12,52.18199083
5205,LGA23350,P,Y12,41.65332907
72508,LGA23430,P,Y12,60.67361198
69468,LGA23670,P,Y12,57.50947895
20919,LGA23810,P,Y12,36.37264618
1703,LGA23940,P,Y12,28.10694834
18215,LGA24130,P,Y12,52.34044999
61555,LGA24210,P,Y12,66.48485176
2802,LGA24250,P,Y12,41.83962968
45505,LGA24330,P,Y12,67.87536171
49444,LGA24410,P,Y12,57.79611685
97649,LGA24600,P,Y12,77.78193752
51467,LGA24650,P,Y12,53.14697591
14465,LGA24780,P,Y12,34.77163462
12422,LGA24850,P,Y12,40.41120401
7134,LGA24900,P,Y12,31.03628295
103772,LGA24970,P,Y12,70.50829953
59013,LGA25060,P,Y12,63.34857658
10362,LGA25150,P,Y12,42.94951505
86364,LGA25250,P,Y12,65.2000604
59025,LGA25340,P,Y12,48.09651081
6878,LGA25430,P,Y12,44.77864583
4971,LGA25490,P,Y12,39.64430975
4288,LGA25620,P,Y12,38.42293907
29100,LGA25710,P,Y12,62.92300041
3178,LGA25810,P,Y12,34.13900526
63431,LGA25900,P,Y12,72.56057105
1807,LGA25990,P,Y12,30.65309584
1339,LGA26080,P,Y12,55.21649485
8298,LGA26170,P,Y12,36.74119991
4706,LGA26260,P,Y12,37.44728257
68532,LGA26350,P,Y12,77.6249915
3093,LGA26430,P,Y12,36.56892882
12824,LGA26490,P,Y12,57.72156457
5264,LGA26610,P,Y12,33.16950221
1613,LGA26670,P,Y12,33.61817424
8564,LGA26700,P,Y12,38.58179033
11204,LGA26730,P,Y12,42.71770627
11755,LGA26810,P,Y12,34.77193398
1047,LGA26890,P,Y12,33.86157827
89874,LGA26980,P,Y12,69.9468437
83264,LGA27070,P,Y12,56.0647481
12350,LGA27170,P,Y12,41.54053145
94177,LGA27260,P,Y12,60.56320819
56500,LGA27350,P,Y12,74.80471336
56763,LGA27450,P,Y12,49.31153408
1571,LGA27630,P,Y12,29.28238583
392,LGA29399,P,Y12,53.18860244
2689,LGA29499,P,Y12,39.84293969
13,LGA29799,P,Y12,43.33333333
144,LGA30250,P,Y12,16.40091116
1341,LGA30300,P,Y12,40.22195561
4222,LGA30370,P,Y12,39.09259259
895,LGA30410,P,Y12,40.02683363
77,LGA30450,P,Y12,34.07079646
537,LGA30760,P,Y12,34.87012987
108,LGA30900,P,Y12,31.39534884
618572,LGA31000,P,Y12,68.83301285
99,LGA31750,P,Y12,34.25605536
25953,LGA31820,P,Y12,35.24163872
4702,LGA31900,P,Y12,34.83737127
93,LGA31950,P,Y12,33.81818182
60677,LGA32080,P,Y12,50.69555264
432,LGA32250,P,Y12,28.49604222
8396,LGA32260,P,Y12,37.05534469
8835,LGA32270,P,Y12,43.47077347
3057,LGA32310,P,Y12,34.72679768
124,LGA32330,P,Y12,16.42384106
937,LGA32450,P,Y12,39.45263158
1259,LGA32500,P,Y12,37.3037037
46,LGA32600,P,Y12,20.62780269
103,LGA32750,P,Y12,43.27731092
119,LGA32770,P,Y12,14.67324291
4385,LGA32810,P,Y12,45.97881934
167,LGA33100,P,Y12,25.8114374
423,LGA33200,P,Y12,33.78594249
27319,LGA33220,P,Y12,33.50955523
19880,LGA33360,P,Y12,43.50109409
234591,LGA33430,P,Y12,53.56044503
3192,LGA33610,P,Y12,39.56861287
13439,LGA33620,P,Y12,34.43866438
3081,LGA33800,P,Y12,34.97162316
144,LGA33830,P,Y12,22.4648986
68567,LGA33960,P,Y12,48.57155001
6456,LGA33980,P,Y12,42.70406138
142,LGA34420,P,Y12,21.09955423
11358,LGA34530,P,Y12,40.30375075
104,LGA34570,P,Y12,21.62162162
11378,LGA34580,P,Y12,38.16583926
108579,LGA34590,P,Y12,48.43514413
1280,LGA34710,P,Y12,44.41360167
36309,LGA34770,P,Y12,41.51735178
270,LGA34800,P,Y12,41.22137405
45,LGA34830,P,Y12,20.08928571
3878,LGA34860,P,Y12,40.47594197
6226,LGA34880,P,Y12,36.47975625
159337,LGA35010,P,Y12,49.45113606
187,LGA35250,P,Y12,24.22279793
6252,LGA35300,P,Y12,45.70175439
1234,LGA35600,P,Y12,37.34866828
173,LGA35670,P,Y12,27.07355243
21581,LGA35740,P,Y12,51.26737142
2571,LGA35760,P,Y12,30.78304598
756,LGA35780,P,Y12,45.43269231
397,LGA35790,P,Y12,24.71980075
433,LGA35800,P,Y12,33.20552147
118,LGA36070,P,Y12,21.61172161
272,LGA36150,P,Y12,42.9699842
58921,LGA36250,P,Y12,51.53815876
225,LGA36300,P,Y12,35.71428571
25791,LGA36370,P,Y12,42.69396944
13225,LGA36510,P,Y12,42.38102868
6598,LGA36580,P,Y12,35.00450952
8106,LGA36630,P,Y12,32.24600207
10149,LGA36660,P,Y12,37.17173937
116120,LGA36720,P,Y12,50.09988049
7594,LGA36820,P,Y12,38.79041733
56894,LGA36910,P,Y12,46.40695607
1149,LGA36950,P,Y12,46.08904934
1259,LGA36960,P,Y12,43.92882066
72771,LGA37010,P,Y12,50.8856086
1359,LGA37300,P,Y12,49.27483684
9302,LGA37310,P,Y12,37.22735823
10372,LGA37340,P,Y12,38.60498009
330,LGA37400,P,Y12,35.48387097
123,LGA37550,P,Y12,20.56856187
57,LGA37570,P,Y12,26.76056338
425,LGA37600,P,Y12,26.76322418
4199,LGA39499,P,Y12,36.13286292
45,LGA39799,P,Y12,31.25
15053,LGA40070,P,Y12,73.24347995
17886,LGA40120,P,Y12,59.79340086
8325,LGA40220,P,Y12,39.55808981
344,LGA40250,P,Y12,20.72289157
7696,LGA40310,P,Y12,42.13061805
616,LGA40430,P,Y12,28.97460019
2767,LGA40520,P,Y12,33.49068022
25061,LGA40700,P,Y12,72.91109042
23254,LGA40910,P,Y12,58.0508263
814,LGA41010,P,Y12,31.42857143
48310,LGA41060,P,Y12,53.26996659
2802,LGA41140,P,Y12,39.50930626
490,LGA41190,P,Y12,36.73163418
482,LGA41330,P,Y12,33.19559229
3226,LGA41560,P,Y12,28.0570534
306,LGA41750,P,Y12,37.36263736
412,LGA41830,P,Y12,30.83832335
302,LGA41960,P,Y12,28.59848485
7319,LGA42030,P,Y12,40.44987289
1084,LGA42110,P,Y12,33.04878049
2013,LGA42250,P,Y12,31.71077505
17098,LGA42600,P,Y12,57.93379189
1498,LGA42750,P,Y12,39.47299078
253,LGA43080,P,Y12,29.72972973
302,LGA43220,P,Y12,38.42239186
606,LGA43360,P,Y12,31.4968815
4682,LGA43650,P,Y12,43.01727306
1528,LGA43710,P,Y12,36.26008543
2822,LGA43790,P,Y12,31.34162594
2286,LGA43920,P,Y12,33.66715758
9,LGA44000,P,Y12,17.30769231
40024,LGA44060,P,Y12,56.18507496
2075,LGA44210,P,Y12,28.64835013
33657,LGA44340,P,Y12,66.28394746
13040,LGA44550,P,Y12,51.67016682
7129,LGA44620,P,Y12,35.55610973
729,LGA44830,P,Y12,31.08742004
5475,LGA45040,P,Y12,33.21604077
2379,LGA45090,P,Y12,37.27087576
1288,LGA45120,P,Y12,35.9375
19421,LGA45290,P,Y12,66.80770554
59680,LGA45340,P,Y12,46.1844437
242,LGA45400,P,Y12,33.01500682
333,LGA45540,P,Y12,23.95683453
23976,LGA45680,P,Y12,36.63478287
49844,LGA45890,P,Y12,51.45983894
3024,LGA46090,P,Y12,27.99222438
3940,LGA46300,P,Y12,36.46797482
4136,LGA46450,P,Y12,30.50372446
10796,LGA46510,P,Y12,65.75709587
2363,LGA46670,P,Y12,31.40199336
463,LGA46860,P,Y12,40.08658009
1277,LGA46970,P,Y12,45.96832253
46677,LGA47140,P,Y12,44.14067672
548,LGA47290,P,Y12,33.84805435
591,LGA47490,P,Y12,36.82242991
1815,LGA47630,P,Y12,35.47000195
39136,LGA47700,P,Y12,50.9000104
1282,LGA47800,P,Y12,30.41518387
728,LGA47910,P,Y12,34.58432304
21448,LGA47980,P,Y12,70.43215552
4506,LGA48050,P,Y12,36.52427657
1750,LGA48130,P,Y12,33.63444167
4206,LGA48260,P,Y12,68.84923883
2993,LGA48340,P,Y12,32.69966131
28334,LGA48410,P,Y12,59.5014595
5935,LGA48540,P,Y12,35.34210683
332,LGA48640,P,Y12,35.05807814
1663,LGA48750,P,Y12,38.63847584
2780,LGA48830,P,Y12,30.13550136
905,LGA49399,P,Y12,30.23722018
844,LGA49499,P,Y12,32.70050368
5,LGA49799,P,Y12,100
11977,LGA50080,P,Y12,41.9450865
29815,LGA50210,P,Y12,50.11429724
4714,LGA50250,P,Y12,42.13442975
5784,LGA50280,P,Y12,53.7896401
6500,LGA50350,P,Y12,54.35691587
31687,LGA50420,P,Y12,60.01553089
17685,LGA50490,P,Y12,54.50762829
480,LGA50560,P,Y12,33.33333333
532,LGA50630,P,Y12,37.81094527
521,LGA50770,P,Y12,38.76488095
1506,LGA50840,P,Y12,40.57112069
274,LGA50910,P,Y12,35.08322663
5455,LGA50980,P,Y12,45.7442348
332,LGA51080,P,Y12,38.92145369
288,LGA51120,P,Y12,39.39808482
9950,LGA51190,P,Y12,39.08705217
12576,LGA51260,P,Y12,44.96728287
15296,LGA51310,P,Y12,76.22464743
46900,LGA51330,P,Y12,66.13271666
5630,LGA51400,P,Y12,46.49818302
165,LGA51470,P,Y12,37.5
1445,LGA51540,P,Y12,33.48783314
410,LGA51610,P,Y12,39.23444976
1598,LGA51680,P,Y12,38.14752924
6002,LGA51750,P,Y12,75.8690431
44302,LGA51820,P,Y12,55.29041759
1881,LGA51890,P,Y12,27.5120667
777,LGA51960,P,Y12,29.13385827
276,LGA52030,P,Y12,31.54285714
335,LGA52100,P,Y12,37.59820426
4685,LGA52170,P,Y12,78.51516675
339,LGA52240,P,Y12,38.74285714
230,LGA52310,P,Y12,32.90414878
49,LGA52380,P,Y12,30.43478261
449,LGA52450,P,Y12,42.55924171
523,LGA52520,P,Y12,47.07470747
944,LGA52590,P,Y12,35.59577677
4098,LGA52660,P,Y12,39.04344512
2261,LGA52730,P,Y12,49.32373473
1756,LGA52800,P,Y12,31.54302138
1734,LGA52870,P,Y12,37.37068966
208,LGA52940,P,Y12,40.15444015
261,LGA53010,P,Y12,47.62773723
161,LGA53080,P,Y12,24.92260062
4058,LGA53150,P,Y12,70.34148033
3311,LGA53220,P,Y12,37.55245548
4070,LGA53290,P,Y12,37.87103378
924,LGA53360,P,Y12,44.02096236
14777,LGA53430,P,Y12,61.37392532
1499,LGA53570,P,Y12,35.6565176
392,LGA53640,P,Y12,41.21976866
305,LGA53710,P,Y12,37.37745098
46658,LGA53780,P,Y12,52.34296997
11194,LGA53800,P,Y12,38.33299089
502,LGA53920,P,Y12,21.51735962
7682,LGA53990,P,Y12,39.08817992
935,LGA54060,P,Y12,32.86467487
396,LGA54130,P,Y12,45.36082474
73077,LGA54170,P,Y12,61.43660622
22608,LGA54200,P,Y12,51.32233093
9278,LGA54280,P,Y12,41.62404666
7119,LGA54310,P,Y12,45.71667095
1030,LGA54340,P,Y12,31.98757764
306,LGA54410,P,Y12,31.19266055
184,LGA54480,P,Y12,43.91408115
681,LGA54550,P,Y12,44.42270059
284,LGA54620,P,Y12,40.8045977
127,LGA54690,P,Y12,39.56386293
304,LGA54760,P,Y12,50.24793388
13525,LGA54830,P,Y12,46.36136153
430,LGA54900,P,Y12,44.4214876
327,LGA54970,P,Y12,32.79839519
413,LGA55040,P,Y12,35.2991453
25908,LGA55110,P,Y12,40.58461394
2645,LGA55180,P,Y12,36.8076816
266,LGA55250,P,Y12,30.82271147
51876,LGA55320,P,Y12,66.87981848
136,LGA55390,P,Y12,32.38095238
1041,LGA55460,P,Y12,40.27079304
147,LGA55530,P,Y12,41.06145251
747,LGA55600,P,Y12,40.40021633
227,LGA55670,P,Y12,42.5093633
5025,LGA55740,P,Y12,73.5940246
100,LGA55810,P,Y12,26.17801047
194,LGA55880,P,Y12,47.66584767
152,LGA55950,P,Y12,34.94252874
14283,LGA56090,P,Y12,47.3558569
29,LGA56160,P,Y12,23.01587302
4409,LGA56230,P,Y12,33.77767563
440,LGA56300,P,Y12,39.8912058
264,LGA56370,P,Y12,39.93948563
1453,LGA56460,P,Y12,37.57434704
12943,LGA56580,P,Y12,80.8684786
172,LGA56620,P,Y12,14.44164568
2864,LGA56730,P,Y12,32.92332452
910,LGA56790,P,Y12,33.22380431
73,LGA56860,P,Y12,36.31840796
942,LGA56930,P,Y12,80.58169376
206,LGA57000,P,Y12,39.92248062
14110,LGA57080,P,Y12,68.88975686
270,LGA57140,P,Y12,29.50819672
1559,LGA57210,P,Y12,38.41793987
4540,LGA57280,P,Y12,42.36260147
262,LGA57350,P,Y12,31.37724551
543,LGA57420,P,Y12,38.34745763
41996,LGA57490,P,Y12,45.1370901
21,LGA57630,P,Y12,25
8723,LGA57700,P,Y12,44.50964384
284,LGA57770,P,Y12,37.07571802
24252,LGA57840,P,Y12,70.22237665
105550,LGA57910,P,Y12,62.58783347
12577,LGA57980,P,Y12,78.35648869
50488,LGA58050,P,Y12,50.4849709
131,LGA58190,P,Y12,43.09210526
184,LGA58260,P,Y12,41.44144144
1366,LGA58330,P,Y12,37.14985042
81,LGA58400,P,Y12,27.73972603
46,LGA58470,P,Y12,23.83419689
18952,LGA58510,P,Y12,64.06598607
293,LGA58540,P,Y12,40.24725275
19806,LGA58570,P,Y12,69.93397126
509,LGA58610,P,Y12,34.39189189
141,LGA58680,P,Y12,39.83050847
74664,LGA58760,P,Y12,54.19860627
995,LGA58820,P,Y12,30.4654011
260,LGA58890,P,Y12,40.43545879
98,LGA59030,P,Y12,38.13229572
227,LGA59100,P,Y12,39.96478873
368,LGA59170,P,Y12,47.9791395
218,LGA59250,P,Y12,33.18112633
435,LGA59310,P,Y12,41.98841699
154,LGA59320,P,Y12,48.27586207
151,LGA59330,P,Y12,34.55377574
2157,LGA59340,P,Y12,40.22752704
111,LGA59350,P,Y12,35.9223301
321,LGA59360,P,Y12,30.98455598
1113,LGA59370,P,Y12,38.20803296
1905,LGA59499,P,Y12,34.43600868
211,LGA59799,P,Y12,48.84259259
1493,LGA60210,P,Y12,29.24010967
3586,LGA60410,P,Y12,29.7716895
4417,LGA60610,P,Y12,29.98845814
4792,LGA60810,P,Y12,28.04799532
490,LGA61010,P,Y12,27.71493213
1406,LGA61210,P,Y12,23.21664465
19460,LGA61410,P,Y12,45.13510379
2111,LGA61510,P,Y12,26.84384537
5715,LGA61610,P,Y12,29.47547579
1290,LGA61810,P,Y12,24.35340759
277,LGA62010,P,Y12,36.30406291
1421,LGA62210,P,Y12,26.51119403
1157,LGA62410,P,Y12,30.44736842
13284,LGA62610,P,Y12,36.59907428
28728,LGA62810,P,Y12,69.18242023
5071,LGA63010,P,Y12,39.55538222
1429,LGA63210,P,Y12,28.90956909
441,LGA63410,P,Y12,33.53612167
14999,LGA63610,P,Y12,54.90519072
2339,LGA63810,P,Y12,27.01235709
20913,LGA64010,P,Y12,40.56444574
5121,LGA64210,P,Y12,33.50343474
3016,LGA64610,P,Y12,29.4272612
3916,LGA64810,P,Y12,34.627288
1271,LGA65010,P,Y12,26.97940989
640,LGA65210,P,Y12,31.9201995
2981,LGA65410,P,Y12,27.50253713
812,LGA65610,P,Y12,24.65088039
7072,LGA65810,P,Y12,39.61682819
296,LGA69499,P,Y12,35.6626506
25,LGA69799,P,Y12,39.68253968
9065,LGA70200,P,Y12,48.31316954
1137,LGA70420,P,Y12,23.75182787
12,LGA70540,P,Y12,9.375
414,LGA70620,P,Y12,16.22257053
279,LGA70700,P,Y12,26.57142857
35606,LGA71000,P,Y12,57.56737967
1455,LGA71300,P,Y12,24.56110736
2656,LGA72200,P,Y12,36.52867556
6744,LGA72300,P,Y12,35.55086979
659,LGA72330,P,Y12,14.15682062
11940,LGA72800,P,Y12,49.73342219
838,LGA73600,P,Y12,18.99795965
414,LGA74050,P,Y12,23.45609065
384,LGA74550,P,Y12,19.2
183,LGA74560,P,Y12,47.78067885
1101,LGA74660,P,Y12,25.07972665
359,LGA74680,P,Y12,17.80753968
2489,LGA79399,P,Y12,46.75934623
655,LGA79499,P,Y12,28.69031975
42,LGA79799,P,Y12,60
223040,LGA89399,P,Y12,72.20389572
257,LGA89499,P,Y12,51.71026157
0,LGA89799,P,Y12,#DIV/0!
1425,LGA99399,P,Y12,39.93834081
25,LGA99499,P,Y12,54.34782609
0,LGA99799,P,Y12,0
3968,LGA10050,P,Y11,10.01211143
1094,LGA10130,P,Y11,4.779797274
2033,LGA10250,P,Y11,6.101623698
192,LGA10300,P,Y11,11.16928447
1795,LGA10470,P,Y11,5.686498131
2404,LGA10550,P,Y11,8.917906295
643,LGA10600,P,Y11,6.426144313
878,LGA10650,P,Y11,12.91366377
11285,LGA10750,P,Y11,4.565794371
269,LGA10800,P,Y11,5.923805329
333,LGA10850,P,Y11,6.092206367
3178,LGA10900,P,Y11,5.298167814
140,LGA10950,P,Y11,6.809338521
1378,LGA11100,P,Y11,3.685181719
138,LGA11150,P,Y11,7.026476578
87,LGA11200,P,Y11,7.096247961
1026,LGA11250,P,Y11,7.1899089
730,LGA11300,P,Y11,2.366595345
1587,LGA11350,P,Y11,6.272975216
584,LGA11400,P,Y11,5.865220448
3364,LGA11450,P,Y11,5.949454398
6601,LGA11500,P,Y11,5.616725094
2088,LGA11520,P,Y11,2.923346167
9802,LGA11570,P,Y11,3.733512099
156,LGA11600,P,Y11,7.379375591
15917,LGA11650,P,Y11,6.214592208
104,LGA11700,P,Y11,7.16747071
2968,LGA11720,P,Y11,6.993402451
2532,LGA11730,P,Y11,6.21761658
281,LGA11750,P,Y11,8.040057225
3845,LGA11800,P,Y11,6.732857043
197,LGA12000,P,Y11,6.029996939
198,LGA12150,P,Y11,6.530343008
586,LGA12350,P,Y11,5.907258065
5895,LGA12380,P,Y11,3.584436432
430,LGA12700,P,Y11,6.140225618
704,LGA12730,P,Y11,10.07729745
2050,LGA12750,P,Y11,6.643549276
6394,LGA12850,P,Y11,4.193116835
1267,LGA12870,P,Y11,12.90618315
489,LGA12900,P,Y11,6.723497869
3836,LGA12930,P,Y11,3.279529444
195,LGA12950,P,Y11,5.873493976
384,LGA13010,P,Y11,5.428329092
1381,LGA13310,P,Y11,5.928565296
718,LGA13340,P,Y11,9.33680104
1208,LGA13450,P,Y11,6.223596084
560,LGA13510,P,Y11,6.360745116
581,LGA13550,P,Y11,6.228559177
233,LGA13660,P,Y11,5.621230398
3164,LGA13800,P,Y11,6.399935272
206,LGA13850,P,Y11,8.8260497
967,LGA13910,P,Y11,6.796457689
3705,LGA14000,P,Y11,3.413897003
310,LGA14100,P,Y11,2.963387821
4546,LGA14170,P,Y11,3.028909899
743,LGA14200,P,Y11,5.894018721
285,LGA14300,P,Y11,5.667130642
1387,LGA14350,P,Y11,6.025980797
942,LGA14400,P,Y11,5.500408735
2482,LGA14500,P,Y11,2.82440229
479,LGA14550,P,Y11,6.65647582
293,LGA14600,P,Y11,6.246002984
9451,LGA14650,P,Y11,6.125517697
740,LGA14700,P,Y11,2.642668381
543,LGA14750,P,Y11,6.601021152
2079,LGA14850,P,Y11,6.145796382
1032,LGA14870,P,Y11,6.117368109
6784,LGA14900,P,Y11,4.537094628
389,LGA14920,P,Y11,6.488740617
163,LGA14950,P,Y11,6.817231284
3998,LGA15050,P,Y11,6.934591435
4473,LGA15240,P,Y11,6.076042219
1211,LGA15270,P,Y11,6.561196294
673,LGA15300,P,Y11,6.79043487
706,LGA15350,P,Y11,3.147991261
1499,LGA15520,P,Y11,16.08024029
245,LGA15560,P,Y11,8.43083276
917,LGA15650,P,Y11,7.696181284
972,LGA15700,P,Y11,6.292891363
627,LGA15750,P,Y11,6.336533603
307,LGA15800,P,Y11,6.783031374
301,LGA15850,P,Y11,6.1895949
6410,LGA15900,P,Y11,5.14718872
1590,LGA15950,P,Y11,2.742797999
8192,LGA15990,P,Y11,4.230836768
232,LGA16100,P,Y11,5.544933078
1724,LGA16150,P,Y11,5.68020823
708,LGA16200,P,Y11,6.365189248
5290,LGA16260,P,Y11,2.978150844
8744,LGA16350,P,Y11,5.913582167
4232,LGA16380,P,Y11,6.749063073
3738,LGA16400,P,Y11,6.821167883
2258,LGA16490,P,Y11,5.251040673
3558,LGA16550,P,Y11,3.061698649
1159,LGA16610,P,Y11,6.562853907
3201,LGA16650,P,Y11,3.599905532
2567,LGA16700,P,Y11,2.733293581
3518,LGA16900,P,Y11,6.731725985
4985,LGA16950,P,Y11,6.199323484
1376,LGA17000,P,Y11,7.983753989
1002,LGA17040,P,Y11,6.222829462
866,LGA17080,P,Y11,7.625253148
742,LGA17100,P,Y11,2.272518453
7797,LGA17150,P,Y11,4.613718668
5374,LGA17200,P,Y11,2.796758799
2806,LGA17310,P,Y11,6.177487176
288,LGA17350,P,Y11,6.102987921
366,LGA17400,P,Y11,6.777777778
4393,LGA17420,P,Y11,3.768518757
5182,LGA17550,P,Y11,7.087174157
638,LGA17620,P,Y11,5.938750814
372,LGA17640,P,Y11,6.072477963
248,LGA17650,P,Y11,5.298013245
