"LGA_CODE_2016","sex","age","pop"
"LGA10050","M",0,340
"LGA10130","M",0,168
"LGA10250","M",0,174
"LGA10300","M",0,8
"LGA10470","M",0,256
"LGA10550","M",0,143
"LGA10600","M",0,49
"LGA10650","M",0,47
"LGA10750","M",0,2454
"LGA10800","M",0,31
"LGA10850","M",0,44
"LGA10900","M",0,373
"LGA10950","M",0,27
"LGA11100","M",0,313
"LGA11150","M",0,24
"LGA11200","M",0,16
"LGA11250","M",0,97
"LGA11300","M",0,151
"LGA11350","M",0,147
"LGA11400","M",0,91
"LGA11450","M",0,679
"LGA11500","M",0,1082
"LGA11520","M",0,580
"LGA11570","M",0,2354
"LGA11600","M",0,14
"LGA11650","M",0,1836
"LGA11700","M",0,11
"LGA11720","M",0,360
"LGA11730","M",0,243
"LGA11750","M",0,35
"LGA11800","M",0,386
"LGA12000","M",0,35
"LGA12150","M",0,34
"LGA12350","M",0,59
"LGA12380","M",0,1663
"LGA12700","M",0,36
"LGA12730","M",0,49
"LGA12750","M",0,125
"LGA12850","M",0,1109
"LGA12870","M",0,52
"LGA12900","M",0,59
"LGA12930","M",0,863
"LGA12950","M",0,26
"LGA13010","M",0,29
"LGA13310","M",0,165
"LGA13340","M",0,44
"LGA13450","M",0,157
"LGA13510","M",0,59
"LGA13550","M",0,86
"LGA13660","M",0,28
"LGA13800","M",0,395
"LGA13850","M",0,11
"LGA13910","M",0,106
"LGA14000","M",0,733
"LGA14100","M",0,58
"LGA14170","M",0,1122
"LGA14200","M",0,103
"LGA14300","M",0,38
"LGA14350","M",0,150
"LGA14400","M",0,95
"LGA14500","M",0,468
"LGA14550","M",0,27
"LGA14600","M",0,52
"LGA14650","M",0,1166
"LGA14700","M",0,254
"LGA14750","M",0,64
"LGA14850","M",0,209
"LGA14870","M",0,117
"LGA14900","M",0,1487
"LGA14920","M",0,51
"LGA14950","M",0,15
"LGA15050","M",0,514
"LGA15240","M",0,377
"LGA15270","M",0,151
"LGA15300","M",0,119
"LGA15350","M",0,157
"LGA15520","M",0,53
"LGA15560","M",0,25
"LGA15650","M",0,130
"LGA15700","M",0,82
"LGA15750","M",0,84
"LGA15800","M",0,36
"LGA15850","M",0,33
"LGA15900","M",0,916
"LGA15950","M",0,500
"LGA15990","M",0,1447
"LGA16100","M",0,26
"LGA16150","M",0,293
"LGA16200","M",0,82
"LGA16260","M",0,1579
"LGA16350","M",0,1482
"LGA16380","M",0,350
"LGA16400","M",0,360
"LGA16490","M",0,378
"LGA16550","M",0,823
"LGA16610","M",0,131
"LGA16650","M",0,709
"LGA16700","M",0,659
"LGA16900","M",0,407
"LGA16950","M",0,503
"LGA17000","M",0,135
"LGA17040","M",0,88
"LGA17080","M",0,84
"LGA17100","M",0,231
"LGA17150","M",0,1286
"LGA17200","M",0,909
"LGA17310","M",0,360
"LGA17350","M",0,38
"LGA17400","M",0,21
"LGA17420","M",0,792
"LGA17550","M",0,445
"LGA17620","M",0,77
"LGA17640","M",0,43
"LGA17650","M",0,15
"LGA17750","M",0,419
"LGA17850","M",0,23
"LGA17900","M",0,39
"LGA17950","M",0,21
"LGA18020","M",0,41
"LGA18050","M",0,468
"LGA18100","M",0,17
"LGA18200","M",0,48
"LGA18230","M",0,352
"LGA18250","M",0,468
"LGA18350","M",0,227
"LGA18400","M",0,298
"LGA18450","M",0,1161
"LGA18500","M",0,305
"LGA18710","M",0,95
"LGA19399","M",0,8
"LGA19499","M",0,43
"LGA19799","M",0,0
"LGA20110","M",0,49
"LGA20260","M",0,63
"LGA20570","M",0,694
"LGA20660","M",0,784
"LGA20740","M",0,152
"LGA20830","M",0,298
"LGA20910","M",0,430
"LGA21010","M",0,70
"LGA21110","M",0,706
"LGA21180","M",0,1286
"LGA21270","M",0,21
"LGA21370","M",0,200
"LGA21450","M",0,727
"LGA21610","M",0,2285
"LGA21670","M",0,58
"LGA21750","M",0,125
"LGA21830","M",0,65
"LGA21890","M",0,828
"LGA22110","M",0,215
"LGA22170","M",0,930
"LGA22250","M",0,54
"LGA22310","M",0,804
"LGA22410","M",0,92
"LGA22490","M",0,116
"LGA22620","M",0,609
"LGA22670","M",0,1093
"LGA22750","M",0,1332
"LGA22830","M",0,427
"LGA22910","M",0,60
"LGA22980","M",0,25
"LGA23110","M",0,657
"LGA23190","M",0,108
"LGA23270","M",0,1522
"LGA23350","M",0,71
"LGA23430","M",0,872
"LGA23670","M",0,884
"LGA23810","M",0,452
"LGA23940","M",0,30
"LGA24130","M",0,271
"LGA24210","M",0,499
"LGA24250","M",0,37
"LGA24330","M",0,628
"LGA24410","M",0,763
"LGA24600","M",0,571
"LGA24650","M",0,1113
"LGA24780","M",0,324
"LGA24850","M",0,260
"LGA24900","M",0,171
"LGA24970","M",0,865
"LGA25060","M",0,684
"LGA25150","M",0,173
"LGA25250","M",0,1092
"LGA25340","M",0,705
"LGA25430","M",0,68
"LGA25490","M",0,87
"LGA25620","M",0,45
"LGA25710","M",0,290
"LGA25810","M",0,50
"LGA25900","M",0,584
"LGA25990","M",0,29
"LGA26080","M",0,6
"LGA26170","M",0,159
"LGA26260","M",0,82
"LGA26350","M",0,462
"LGA26430","M",0,40
"LGA26490","M",0,186
"LGA26610","M",0,141
"LGA26670","M",0,43
"LGA26700","M",0,145
"LGA26730","M",0,200
"LGA26810","M",0,237
"LGA26890","M",0,21
"LGA26980","M",0,792
"LGA27070","M",0,1574
"LGA27170","M",0,282
"LGA27260","M",0,2110
"LGA27350","M",0,481
"LGA27450","M",0,823
"LGA27630","M",0,36
"LGA29399","M",0,4
"LGA29499","M",0,55
"LGA29799","M",0,0
"LGA30250","M",0,8
"LGA30300","M",0,28
"LGA30370","M",0,102
"LGA30410","M",0,13
"LGA30450","M",0,0
"LGA30760","M",0,6
"LGA30900","M",0,0
"LGA31000","M",0,6595
"LGA31750","M",0,0
"LGA31820","M",0,416
"LGA31900","M",0,79
"LGA31950","M",0,0
"LGA32080","M",0,971
"LGA32250","M",0,3
"LGA32260","M",0,150
"LGA32270","M",0,246
"LGA32310","M",0,65
"LGA32330","M",0,25
"LGA32450","M",0,29
"LGA32500","M",0,30
"LGA32600","M",0,0
"LGA32750","M",0,0
"LGA32770","M",0,18
"LGA32810","M",0,67
"LGA33100","M",0,6
"LGA33200","M",0,11
"LGA33220","M",0,404
"LGA33360","M",0,434
"LGA33430","M",0,3047
"LGA33610","M",0,65
"LGA33620","M",0,239
"LGA33800","M",0,35
"LGA33830","M",0,11
"LGA33960","M",0,1503
"LGA33980","M",0,198
"LGA34420","M",0,7
"LGA34530","M",0,184
"LGA34570","M",0,14
"LGA34580","M",0,204
"LGA34590","M",0,2075
"LGA34710","M",0,25
"LGA34770","M",0,740
"LGA34800","M",0,5
"LGA34830","M",0,5
"LGA34860","M",0,85
"LGA34880","M",0,97
"LGA35010","M",0,2657
"LGA35250","M",0,8
"LGA35300","M",0,181
"LGA35600","M",0,41
"LGA35670","M",0,10
"LGA35740","M",0,179
"LGA35760","M",0,52
"LGA35780","M",0,37
"LGA35790","M",0,34
"LGA35800","M",0,8
"LGA36070","M",0,7
"LGA36150","M",0,12
"LGA36250","M",0,745
"LGA36300","M",0,4
"LGA36370","M",0,481
"LGA36510","M",0,175
"LGA36580","M",0,131
"LGA36630","M",0,163
"LGA36660","M",0,176
"LGA36720","M",0,1418
"LGA36820","M",0,109
"LGA36910","M",0,999
"LGA36950","M",0,26
"LGA36960","M",0,47
"LGA37010","M",0,1276
"LGA37300","M",0,31
"LGA37310","M",0,233
"LGA37340","M",0,184
"LGA37400","M",0,3
"LGA37550","M",0,9
"LGA37570","M",0,3
"LGA37600","M",0,24
"LGA39499","M",0,27
"LGA39799","M",0,0
"LGA40070","M",0,60
"LGA40120","M",0,197
"LGA40220","M",0,111
"LGA40250","M",0,19
"LGA40310","M",0,106
"LGA40430","M",0,13
"LGA40520","M",0,56
"LGA40700","M",0,162
"LGA40910","M",0,256
"LGA41010","M",0,30
"LGA41060","M",0,610
"LGA41140","M",0,41
"LGA41190","M",0,8
"LGA41330","M",0,11
"LGA41560","M",0,74
"LGA41750","M",0,11
"LGA41830","M",0,13
"LGA41960","M",0,5
"LGA42030","M",0,128
"LGA42110","M",0,27
"LGA42250","M",0,34
"LGA42600","M",0,155
"LGA42750","M",0,20
"LGA43080","M",0,3
"LGA43220","M",0,10
"LGA43360","M",0,18
"LGA43650","M",0,84
"LGA43710","M",0,22
"LGA43790","M",0,62
"LGA43920","M",0,39
"LGA44000","M",0,0
"LGA44060","M",0,535
"LGA44210","M",0,35
"LGA44340","M",0,326
"LGA44550","M",0,204
"LGA44620","M",0,159
"LGA44830","M",0,8
"LGA45040","M",0,99
"LGA45090","M",0,44
"LGA45120","M",0,32
"LGA45290","M",0,166
"LGA45340","M",0,951
"LGA45400","M",0,0
"LGA45540","M",0,5
"LGA45680","M",0,740
"LGA45890","M",0,772
"LGA46090","M",0,72
"LGA46300","M",0,101
"LGA46450","M",0,95
"LGA46510","M",0,129
"LGA46670","M",0,38
"LGA46860","M",0,3
"LGA46970","M",0,39
"LGA47140","M",0,926
"LGA47290","M",0,9
"LGA47490","M",0,19
"LGA47630","M",0,32
"LGA47700","M",0,477
"LGA47800","M",0,27
"LGA47910","M",0,12
"LGA47980","M",0,165
"LGA48050","M",0,52
"LGA48130","M",0,48
"LGA48260","M",0,33
"LGA48340","M",0,53
"LGA48410","M",0,322
"LGA48540","M",0,111
"LGA48640","M",0,7
"LGA48750","M",0,10
"LGA48830","M",0,47
"LGA49399","M",0,16
"LGA49499","M",0,13
"LGA49799","M",0,0
"LGA50080","M",0,201
"LGA50210","M",0,729
"LGA50250","M",0,68
"LGA50280","M",0,108
"LGA50350","M",0,123
"LGA50420","M",0,427
"LGA50490","M",0,294
"LGA50560","M",0,3
"LGA50630","M",0,16
"LGA50770","M",0,12
"LGA50840","M",0,21
"LGA50910","M",0,10
"LGA50980","M",0,137
"LGA51080","M",0,9
"LGA51120","M",0,4
"LGA51190","M",0,180
"LGA51260","M",0,218
"LGA51310","M",0,123
"LGA51330","M",0,473
"LGA51400","M",0,95
"LGA51470","M",0,7
"LGA51540","M",0,25
"LGA51610","M",0,5
"LGA51680","M",0,19
"LGA51750","M",0,34
"LGA51820","M",0,785
"LGA51890","M",0,47
"LGA51960","M",0,22
"LGA52030","M",0,8
"LGA52100","M",0,8
"LGA52170","M",0,26
"LGA52240","M",0,0
"LGA52310","M",0,0
"LGA52380","M",0,0
"LGA52450","M",0,3
"LGA52520","M",0,13
"LGA52590","M",0,18
"LGA52660","M",0,94
"LGA52730","M",0,22
"LGA52800","M",0,74
"LGA52870","M",0,39
"LGA52940","M",0,8
"LGA53010","M",0,6
"LGA53080","M",0,3
"LGA53150","M",0,23
"LGA53220","M",0,57
"LGA53290","M",0,95
"LGA53360","M",0,17
"LGA53430","M",0,166
"LGA53570","M",0,29
"LGA53640","M",0,10
"LGA53710","M",0,6
"LGA53780","M",0,839
"LGA53800","M",0,240
"LGA53920","M",0,27
"LGA53990","M",0,165
"LGA54060","M",0,12
"LGA54130","M",0,12
"LGA54170","M",0,814
"LGA54200","M",0,316
"LGA54280","M",0,280
"LGA54310","M",0,184
"LGA54340","M",0,28
"LGA54410","M",0,5
"LGA54480","M",0,8
"LGA54550","M",0,19
"LGA54620","M",0,7
"LGA54690","M",0,3
"LGA54760","M",0,5
"LGA54830","M",0,362
"LGA54900","M",0,18
"LGA54970","M",0,6
"LGA55040","M",0,7
"LGA55110","M",0,465
"LGA55180","M",0,49
"LGA55250","M",0,10
"LGA55320","M",0,476
"LGA55390","M",0,3
"LGA55460","M",0,14
"LGA55530","M",0,4
"LGA55600","M",0,7
"LGA55670","M",0,7
"LGA55740","M",0,37
"LGA55810","M",0,4
"LGA55880","M",0,9
"LGA55950","M",0,3
"LGA56090","M",0,169
"LGA56160","M",0,3
"LGA56230","M",0,87
"LGA56300","M",0,9
"LGA56370","M",0,10
"LGA56460","M",0,32
"LGA56580","M",0,97
"LGA56620","M",0,8
"LGA56730","M",0,60
"LGA56790","M",0,23
"LGA56860","M",0,0
"LGA56930","M",0,5
"LGA57000","M",0,0
"LGA57080","M",0,106
"LGA57140","M",0,4
"LGA57210","M",0,18
"LGA57280","M",0,129
"LGA57350","M",0,5
"LGA57420","M",0,3
"LGA57490","M",0,864
"LGA57630","M",0,0
"LGA57700","M",0,234
"LGA57770","M",0,6
"LGA57840","M",0,206
"LGA57910","M",0,1393
"LGA57980","M",0,112
"LGA58050","M",0,1037
"LGA58190","M",0,0
"LGA58260","M",0,6
"LGA58330","M",0,22
"LGA58400","M",0,0
"LGA58470","M",0,6
"LGA58510","M",0,226
"LGA58540","M",0,6
"LGA58570","M",0,193
"LGA58610","M",0,5
"LGA58680","M",0,3
"LGA58760","M",0,1485
"LGA58820","M",0,21
"LGA58890","M",0,7
"LGA59030","M",0,0
"LGA59100","M",0,7
"LGA59170","M",0,13
"LGA59250","M",0,0
"LGA59310","M",0,5
"LGA59320","M",0,3
"LGA59330","M",0,3
"LGA59340","M",0,62
"LGA59350","M",0,0
"LGA59360","M",0,4
"LGA59370","M",0,12
"LGA59499","M",0,19
"LGA59799","M",0,0
"LGA60210","M",0,26
"LGA60410","M",0,133
"LGA60610","M",0,109
"LGA60810","M",0,86
"LGA61010","M",0,6
"LGA61210","M",0,49
"LGA61410","M",0,296
"LGA61510","M",0,56
"LGA61610","M",0,118
"LGA61810","M",0,27
"LGA62010","M",0,9
"LGA62210","M",0,42
"LGA62410","M",0,14
"LGA62610","M",0,307
"LGA62810","M",0,239
"LGA63010","M",0,80
"LGA63210","M",0,25
"LGA63410","M",0,18
"LGA63610","M",0,201
"LGA63810","M",0,45
"LGA64010","M",0,385
"LGA64210","M",0,101
"LGA64610","M",0,71
"LGA64810","M",0,91
"LGA65010","M",0,31
"LGA65210","M",0,7
"LGA65410","M",0,58
"LGA65610","M",0,22
"LGA65810","M",0,142
"LGA69499","M",0,4
"LGA69799","M",0,0
"LGA70200","M",0,191
"LGA70420","M",0,54
"LGA70540","M",0,0
"LGA70620","M",0,26
"LGA70700","M",0,10
"LGA71000","M",0,574
"LGA71300","M",0,77
"LGA72200","M",0,74
"LGA72300","M",0,109
"LGA72330","M",0,29
"LGA72800","M",0,346
"LGA73600","M",0,48
"LGA74050","M",0,12
"LGA74550","M",0,31
"LGA74560","M",0,9
"LGA74660","M",0,48
"LGA74680","M",0,24
"LGA79399","M",0,39
"LGA79499","M",0,5
"LGA79799","M",0,0
"LGA89399","M",0,2663
"LGA89499","M",0,0
"LGA89799","M",0,0
"LGA99399","M",0,13
"LGA99499","M",0,3
"LGA99799","M",0,0
"LGA10050","F",0,334
"LGA10130","F",0,165
"LGA10250","F",0,192
"LGA10300","F",0,13
"LGA10470","F",0,229
"LGA10550","F",0,141
"LGA10600","F",0,53
"LGA10650","F",0,35
"LGA10750","F",0,2468
"LGA10800","F",0,31
"LGA10850","F",0,34
"LGA10900","F",0,396
"LGA10950","F",0,19
"LGA11100","F",0,258
"LGA11150","F",0,19
"LGA11200","F",0,10
"LGA11250","F",0,98
"LGA11300","F",0,163
"LGA11350","F",0,136
"LGA11400","F",0,69
"LGA11450","F",0,631
"LGA11500","F",0,1022
"LGA11520","F",0,549
"LGA11570","F",0,2251
"LGA11600","F",0,25
"LGA11650","F",0,1724
"LGA11700","F",0,10
"LGA11720","F",0,334
"LGA11730","F",0,230
"LGA11750","F",0,36
"LGA11800","F",0,350
"LGA12000","F",0,25
"LGA12150","F",0,21
"LGA12350","F",0,66
"LGA12380","F",0,1569
"LGA12700","F",0,41
"LGA12730","F",0,41
"LGA12750","F",0,141
"LGA12850","F",0,1048
"LGA12870","F",0,47
"LGA12900","F",0,55
"LGA12930","F",0,751
"LGA12950","F",0,18
"LGA13010","F",0,41
"LGA13310","F",0,153
"LGA13340","F",0,56
"LGA13450","F",0,179
"LGA13510","F",0,45
"LGA13550","F",0,73
"LGA13660","F",0,34
"LGA13800","F",0,375
"LGA13850","F",0,6
"LGA13910","F",0,91
"LGA14000","F",0,612
"LGA14100","F",0,57
"LGA14170","F",0,1063
"LGA14200","F",0,106
"LGA14300","F",0,32
"LGA14350","F",0,155
"LGA14400","F",0,100
"LGA14500","F",0,506
"LGA14550","F",0,38
"LGA14600","F",0,44
"LGA14650","F",0,1006
"LGA14700","F",0,245
"LGA14750","F",0,72
"LGA14850","F",0,206
"LGA14870","F",0,118
"LGA14900","F",0,1482
"LGA14920","F",0,25
"LGA14950","F",0,14
"LGA15050","F",0,506
"LGA15240","F",0,339
"LGA15270","F",0,138
"LGA15300","F",0,107
"LGA15350","F",0,133
"LGA15520","F",0,56
"LGA15560","F",0,18
"LGA15650","F",0,118
"LGA15700","F",0,93
"LGA15750","F",0,92
"LGA15800","F",0,31
"LGA15850","F",0,42
"LGA15900","F",0,869
"LGA15950","F",0,455
"LGA15990","F",0,1465
"LGA16100","F",0,35
"LGA16150","F",0,272
"LGA16200","F",0,99
"LGA16260","F",0,1536
"LGA16350","F",0,1357
"LGA16380","F",0,322
"LGA16400","F",0,343
"LGA16490","F",0,367
"LGA16550","F",0,735
"LGA16610","F",0,124
"LGA16650","F",0,687
"LGA16700","F",0,668
"LGA16900","F",0,387
"LGA16950","F",0,440
"LGA17000","F",0,139
"LGA17040","F",0,77
"LGA17080","F",0,68
"LGA17100","F",0,205
"LGA17150","F",0,1241
"LGA17200","F",0,908
"LGA17310","F",0,356
"LGA17350","F",0,41
"LGA17400","F",0,21
"LGA17420","F",0,751
"LGA17550","F",0,405
"LGA17620","F",0,80
"LGA17640","F",0,31
"LGA17650","F",0,23
"LGA17750","F",0,403
"LGA17850","F",0,13
"LGA17900","F",0,30
"LGA17950","F",0,19
"LGA18020","F",0,42
"LGA18050","F",0,424
"LGA18100","F",0,17
"LGA18200","F",0,38
"LGA18230","F",0,348
"LGA18250","F",0,424
"LGA18350","F",0,195
"LGA18400","F",0,284
"LGA18450","F",0,1119
"LGA18500","F",0,310
"LGA18710","F",0,88
"LGA19399","F",0,5
"LGA19499","F",0,36
"LGA19799","F",0,0
"LGA20110","F",0,45
"LGA20260","F",0,46
"LGA20570","F",0,591
"LGA20660","F",0,750
"LGA20740","F",0,149
"LGA20830","F",0,272
"LGA20910","F",0,429
"LGA21010","F",0,57
"LGA21110","F",0,669
"LGA21180","F",0,1172
"LGA21270","F",0,24
"LGA21370","F",0,173
"LGA21450","F",0,714
"LGA21610","F",0,2199
"LGA21670","F",0,39
"LGA21750","F",0,98
"LGA21830","F",0,81
"LGA21890","F",0,908
"LGA22110","F",0,224
"LGA22170","F",0,835
"LGA22250","F",0,50
"LGA22310","F",0,822
"LGA22410","F",0,107
"LGA22490","F",0,141
"LGA22620","F",0,681
"LGA22670","F",0,1010
"LGA22750","F",0,1302
"LGA22830","F",0,384
"LGA22910","F",0,75
"LGA22980","F",0,21
"LGA23110","F",0,575
"LGA23190","F",0,110
"LGA23270","F",0,1416
"LGA23350","F",0,60
"LGA23430","F",0,880
"LGA23670","F",0,858
"LGA23810","F",0,387
"LGA23940","F",0,31
"LGA24130","F",0,265
"LGA24210","F",0,447
"LGA24250","F",0,33
"LGA24330","F",0,571
"LGA24410","F",0,641
"LGA24600","F",0,571
"LGA24650","F",0,1044
"LGA24780","F",0,321
"LGA24850","F",0,254
"LGA24900","F",0,129
"LGA24970","F",0,749
"LGA25060","F",0,673
"LGA25150","F",0,162
"LGA25250","F",0,1054
"LGA25340","F",0,687
"LGA25430","F",0,88
"LGA25490","F",0,80
"LGA25620","F",0,63
"LGA25710","F",0,271
"LGA25810","F",0,58
"LGA25900","F",0,576
"LGA25990","F",0,24
"LGA26080","F",0,10
"LGA26170","F",0,135
"LGA26260","F",0,82
"LGA26350","F",0,462
"LGA26430","F",0,36
"LGA26490","F",0,146
"LGA26610","F",0,110
"LGA26670","F",0,18
"LGA26700","F",0,141
"LGA26730","F",0,199
"LGA26810","F",0,203
"LGA26890","F",0,20
"LGA26980","F",0,742
"LGA27070","F",0,1589
"LGA27170","F",0,249
"LGA27260","F",0,1874
"LGA27350","F",0,452
"LGA27450","F",0,839
"LGA27630","F",0,30
"LGA29399","F",0,4
"LGA29499","F",0,36
"LGA29799","F",0,0
"LGA30250","F",0,13
"LGA30300","F",0,33
"LGA30370","F",0,100
"LGA30410","F",0,12
"LGA30450","F",0,0
"LGA30760","F",0,17
"LGA30900","F",0,3
"LGA31000","F",0,6588
"LGA31750","F",0,3
"LGA31820","F",0,395
"LGA31900","F",0,70
"LGA31950","F",0,0
"LGA32080","F",0,871
"LGA32250","F",0,5
"LGA32260","F",0,150
"LGA32270","F",0,235
"LGA32310","F",0,53
"LGA32330","F",0,10
"LGA32450","F",0,14
"LGA32500","F",0,23
"LGA32600","F",0,0
"LGA32750","F",0,0
"LGA32770","F",0,12
"LGA32810","F",0,50
"LGA33100","F",0,3
"LGA33200","F",0,7
"LGA33220","F",0,424
"LGA33360","F",0,401
"LGA33430","F",0,3002
"LGA33610","F",0,60
"LGA33620","F",0,210
"LGA33800","F",0,45
"LGA33830","F",0,11
"LGA33960","F",0,1474
"LGA33980","F",0,170
"LGA34420","F",0,4
"LGA34530","F",0,165
"LGA34570","F",0,0
"LGA34580","F",0,192
"LGA34590","F",0,2075
"LGA34710","F",0,21
"LGA34770","F",0,732
"LGA34800","F",0,7
"LGA34830","F",0,8
"LGA34860","F",0,78
"LGA34880","F",0,104
"LGA35010","F",0,2445
"LGA35250","F",0,6
"LGA35300","F",0,149
"LGA35600","F",0,25
"LGA35670","F",0,8
"LGA35740","F",0,162
"LGA35760","F",0,42
"LGA35780","F",0,33
"LGA35790","F",0,32
"LGA35800","F",0,5
"LGA36070","F",0,7
"LGA36150","F",0,5
"LGA36250","F",0,711
"LGA36300","F",0,8
"LGA36370","F",0,527
"LGA36510","F",0,157
"LGA36580","F",0,132
"LGA36630","F",0,140
"LGA36660","F",0,203
"LGA36720","F",0,1356
"LGA36820","F",0,107
"LGA36910","F",0,901
"LGA36950","F",0,21
"LGA36960","F",0,40
"LGA37010","F",0,1124
"LGA37300","F",0,29
"LGA37310","F",0,205
"LGA37340","F",0,189
"LGA37400","F",0,10
"LGA37550","F",0,4
"LGA37570","F",0,3
"LGA37600","F",0,20
"LGA39499","F",0,32
"LGA39799","F",0,0
"LGA40070","F",0,73
"LGA40120","F",0,170
"LGA40220","F",0,97
"LGA40250","F",0,16
"LGA40310","F",0,104
"LGA40430","F",0,3
"LGA40520","F",0,53
"LGA40700","F",0,160
"LGA40910","F",0,250
"LGA41010","F",0,26
"LGA41060","F",0,602
"LGA41140","F",0,51
"LGA41190","F",0,7
"LGA41330","F",0,10
"LGA41560","F",0,47
"LGA41750","F",0,3
"LGA41830","F",0,7
"LGA41960","F",0,11
"LGA42030","F",0,107
"LGA42110","F",0,18
"LGA42250","F",0,29
"LGA42600","F",0,120
"LGA42750","F",0,18
"LGA43080","F",0,4
"LGA43220","F",0,9
"LGA43360","F",0,13
"LGA43650","F",0,66
"LGA43710","F",0,28
"LGA43790","F",0,57
"LGA43920","F",0,50
"LGA44000","F",0,0
"LGA44060","F",0,483
"LGA44210","F",0,25
"LGA44340","F",0,306
"LGA44550","F",0,192
"LGA44620","F",0,154
"LGA44830","F",0,16
"LGA45040","F",0,117
"LGA45090","F",0,42
"LGA45120","F",0,30
"LGA45290","F",0,160
"LGA45340","F",0,939
"LGA45400","F",0,4
"LGA45540","F",0,9
"LGA45680","F",0,709
"LGA45890","F",0,679
"LGA46090","F",0,88
"LGA46300","F",0,77
"LGA46450","F",0,92
"LGA46510","F",0,106
"LGA46670","F",0,42
"LGA46860","F",0,3
"LGA46970","F",0,45
"LGA47140","F",0,870
"LGA47290","F",0,16
"LGA47490","F",0,12
"LGA47630","F",0,30
"LGA47700","F",0,509
"LGA47800","F",0,34
"LGA47910","F",0,14
"LGA47980","F",0,138
"LGA48050","F",0,52
"LGA48130","F",0,41
"LGA48260","F",0,25
"LGA48340","F",0,51
"LGA48410","F",0,284
"LGA48540","F",0,142
"LGA48640","F",0,12
"LGA48750","F",0,29
"LGA48830","F",0,37
"LGA49399","F",0,15
"LGA49499","F",0,10
"LGA49799","F",0,0
"LGA50080","F",0,174
"LGA50210","F",0,671
"LGA50250","F",0,67
"LGA50280","F",0,86
"LGA50350","F",0,76
"LGA50420","F",0,392
"LGA50490","F",0,248
"LGA50560","F",0,4
"LGA50630","F",0,9
"LGA50770","F",0,10
"LGA50840","F",0,14
"LGA50910","F",0,10
"LGA50980","F",0,111
"LGA51080","F",0,16
"LGA51120","F",0,5
"LGA51190","F",0,160
"LGA51260","F",0,178
"LGA51310","F",0,123
"LGA51330","F",0,468
"LGA51400","F",0,108
"LGA51470","F",0,6
"LGA51540","F",0,29
"LGA51610","F",0,5
"LGA51680","F",0,22
"LGA51750","F",0,45
"LGA51820","F",0,690
"LGA51890","F",0,45
"LGA51960","F",0,29
"LGA52030","F",0,5
"LGA52100","F",0,8
"LGA52170","F",0,41
"LGA52240","F",0,9
"LGA52310","F",0,9
"LGA52380","F",0,0
"LGA52450","F",0,6
"LGA52520","F",0,11
"LGA52590","F",0,8
"LGA52660","F",0,103
"LGA52730","F",0,19
"LGA52800","F",0,53
"LGA52870","F",0,30
"LGA52940","F",0,6
"LGA53010","F",0,3
"LGA53080","F",0,3
"LGA53150","F",0,35
"LGA53220","F",0,40
"LGA53290","F",0,74
"LGA53360","F",0,16
"LGA53430","F",0,134
"LGA53570","F",0,21
"LGA53640","F",0,12
"LGA53710","F",0,10
"LGA53780","F",0,765
"LGA53800","F",0,259
"LGA53920","F",0,25
"LGA53990","F",0,172
"LGA54060","F",0,18
"LGA54130","F",0,7
"LGA54170","F",0,782
"LGA54200","F",0,332
"LGA54280","F",0,243
"LGA54310","F",0,191
"LGA54340","F",0,20
"LGA54410","F",0,9
"LGA54480","F",0,3
"LGA54550","F",0,6
"LGA54620","F",0,11
"LGA54690","F",0,3
"LGA54760","F",0,4
"LGA54830","F",0,327
"LGA54900","F",0,3
"LGA54970","F",0,6
"LGA55040","F",0,8
"LGA55110","F",0,443
"LGA55180","F",0,41
"LGA55250","F",0,4
"LGA55320","F",0,413
"LGA55390","F",0,0
"LGA55460","F",0,21
"LGA55530","F",0,3
"LGA55600","F",0,11
"LGA55670","F",0,3
"LGA55740","F",0,24
"LGA55810","F",0,0
"LGA55880","F",0,10
"LGA55950","F",0,3
"LGA56090","F",0,161
"LGA56160","F",0,0
"LGA56230","F",0,82
"LGA56300","F",0,0
"LGA56370","F",0,7
"LGA56460","F",0,28
"LGA56580","F",0,59
"LGA56620","F",0,6
"LGA56730","F",0,61
"LGA56790","F",0,9
"LGA56860","F",0,0
"LGA56930","F",0,10
"LGA57000","F",0,5
"LGA57080","F",0,102
"LGA57140","F",0,7
"LGA57210","F",0,26
"LGA57280","F",0,134
"LGA57350","F",0,3
"LGA57420","F",0,14
"LGA57490","F",0,905
"LGA57630","F",0,0
"LGA57700","F",0,232
"LGA57770","F",0,8
"LGA57840","F",0,200
"LGA57910","F",0,1286
"LGA57980","F",0,110
"LGA58050","F",0,951
"LGA58190","F",0,0
"LGA58260","F",0,4
"LGA58330","F",0,17
"LGA58400","F",0,0
"LGA58470","F",0,3
"LGA58510","F",0,234
"LGA58540","F",0,3
"LGA58570","F",0,206
"LGA58610","F",0,9
"LGA58680","F",0,4
"LGA58760","F",0,1381
"LGA58820","F",0,20
"LGA58890","F",0,3
"LGA59030","F",0,0
"LGA59100","F",0,4
"LGA59170","F",0,8
"LGA59250","F",0,0
"LGA59310","F",0,12
"LGA59320","F",0,3
"LGA59330","F",0,0
"LGA59340","F",0,58
"LGA59350","F",0,0
"LGA59360","F",0,4
"LGA59370","F",0,18
"LGA59499","F",0,20
"LGA59799","F",0,0
"LGA60210","F",0,24
