"LGA_CODE_2016","sex","age","pop"
"LGA21110","P",54,2307
"LGA21180","P",54,2361
"LGA21270","P",54,101
"LGA21370","P",54,577
"LGA21450","P",54,1151
"LGA21610","P",54,3654
"LGA21670","P",54,183
"LGA21750","P",54,324
"LGA21830","P",54,265
"LGA21890","P",54,1656
"LGA22110","P",54,677
"LGA22170","P",54,1870
"LGA22250","P",54,165
"LGA22310","P",54,1737
"LGA22410","P",54,373
"LGA22490","P",54,330
"LGA22620","P",54,1508
"LGA22670","P",54,1602
"LGA22750","P",54,3022
"LGA22830","P",54,891
"LGA22910","P",54,289
"LGA22980","P",54,81
"LGA23110","P",54,1204
"LGA23190","P",54,283
"LGA23270","P",54,2489
"LGA23350","P",54,280
"LGA23430","P",54,1991
"LGA23670","P",54,2301
"LGA23810","P",54,1042
"LGA23940","P",54,134
"LGA24130","P",54,692
"LGA24210","P",54,1620
"LGA24250","P",54,128
"LGA24330","P",54,900
"LGA24410","P",54,1497
"LGA24600","P",54,908
"LGA24650","P",54,1464
"LGA24780","P",54,734
"LGA24850","P",54,595
"LGA24900","P",54,417
"LGA24970","P",54,2047
"LGA25060","P",54,1466
"LGA25150","P",54,507
"LGA25250","P",54,1731
"LGA25340","P",54,2106
"LGA25430","P",54,293
"LGA25490","P",54,269
"LGA25620","P",54,239
"LGA25710","P",54,971
"LGA25810","P",54,180
"LGA25900","P",54,1211
"LGA25990","P",54,118
"LGA26080","P",54,42
"LGA26170","P",54,427
"LGA26260","P",54,234
"LGA26350","P",54,1139
"LGA26430","P",54,157
"LGA26490","P",54,435
"LGA26610","P",54,321
"LGA26670","P",54,106
"LGA26700","P",54,429
"LGA26730","P",54,471
"LGA26810","P",54,645
"LGA26890","P",54,59
"LGA26980","P",54,1948
"LGA27070","P",54,2229
"LGA27170","P",54,535
"LGA27260","P",54,2235
"LGA27350","P",54,834
"LGA27450","P",54,2181
"LGA27630","P",54,114
"LGA29399","P",54,9
"LGA29499","P",54,86
"LGA29799","P",54,3
"LGA30250","P",54,11
"LGA30300","P",54,67
"LGA30370","P",54,245
"LGA30410","P",54,39
"LGA30450","P",54,11
"LGA30760","P",54,31
"LGA30900","P",54,5
"LGA31000","P",54,13770
"LGA31750","P",54,3
"LGA31820","P",54,1377
"LGA31900","P",54,227
"LGA31950","P",54,7
"LGA32080","P",54,2217
"LGA32250","P",54,25
"LGA32260","P",54,441
"LGA32270","P",54,429
"LGA32310","P",54,159
"LGA32330","P",54,11
"LGA32450","P",54,54
"LGA32500","P",54,53
"LGA32600","P",54,0
"LGA32750","P",54,4
"LGA32770","P",54,14
"LGA32810","P",54,202
"LGA33100","P",54,19
"LGA33200","P",54,21
"LGA33220","P",54,1509
"LGA33360","P",54,907
"LGA33430","P",54,7203
"LGA33610","P",54,135
"LGA33620","P",54,839
"LGA33800","P",54,185
"LGA33830","P",54,9
"LGA33960","P",54,2283
"LGA33980","P",54,275
"LGA34420","P",54,5
"LGA34530","P",54,585
"LGA34570","P",54,3
"LGA34580","P",54,538
"LGA34590","P",54,3796
"LGA34710","P",54,42
"LGA34770","P",54,1703
"LGA34800","P",54,21
"LGA34830","P",54,8
"LGA34860","P",54,170
"LGA34880","P",54,319
"LGA35010","P",54,5569
"LGA35250","P",54,19
"LGA35300","P",54,260
"LGA35600","P",54,81
"LGA35670","P",54,20
"LGA35740","P",54,840
"LGA35760","P",54,187
"LGA35780","P",54,32
"LGA35790","P",54,25
"LGA35800","P",54,35
"LGA36070","P",54,5
"LGA36150","P",54,14
"LGA36250","P",54,2303
"LGA36300","P",54,14
"LGA36370","P",54,1089
"LGA36510","P",54,638
"LGA36580","P",54,395
"LGA36630","P",54,454
"LGA36660","P",54,482
"LGA36720","P",54,4177
"LGA36820","P",54,365
"LGA36910","P",54,2089
"LGA36950","P",54,49
"LGA36960","P",54,34
"LGA37010","P",54,2495
"LGA37300","P",54,49
"LGA37310","P",54,452
"LGA37340","P",54,502
"LGA37400","P",54,19
"LGA37550","P",54,12
"LGA37570","P",54,4
"LGA37600","P",54,23
"LGA39499","P",54,192
"LGA39799","P",54,3
"LGA40070","P",54,226
"LGA40120","P",54,625
"LGA40220","P",54,375
"LGA40250","P",54,25
"LGA40310","P",54,347
"LGA40430","P",54,50
"LGA40520","P",54,175
"LGA40700","P",54,588
"LGA40910","P",54,662
"LGA41010","P",54,44
"LGA41060","P",54,1454
"LGA41140","P",54,151
"LGA41190","P",54,16
"LGA41330","P",54,30
"LGA41560","P",54,223
"LGA41750","P",54,29
"LGA41830","P",54,28
"LGA41960","P",54,23
"LGA42030","P",54,316
"LGA42110","P",54,68
"LGA42250","P",54,118
"LGA42600","P",54,519
"LGA42750","P",54,85
"LGA43080","P",54,16
"LGA43220","P",54,15
"LGA43360","P",54,38
"LGA43650","P",54,223
"LGA43710","P",54,107
"LGA43790","P",54,170
"LGA43920","P",54,155
"LGA44000","P",54,3
"LGA44060","P",54,1113
"LGA44210","P",54,152
"LGA44340","P",54,871
"LGA44550","P",54,455
"LGA44620","P",54,353
"LGA44830","P",54,75
"LGA45040","P",54,269
"LGA45090","P",54,107
"LGA45120","P",54,80
"LGA45290","P",54,465
"LGA45340","P",54,2245
"LGA45400","P",54,10
"LGA45540","P",54,24
"LGA45680","P",54,1118
"LGA45890","P",54,1568
"LGA46090","P",54,207
"LGA46300","P",54,171
"LGA46450","P",54,276
"LGA46510","P",54,280
"LGA46670","P",54,119
"LGA46860","P",54,25
"LGA46970","P",54,54
"LGA47140","P",54,1824
"LGA47290","P",54,24
"LGA47490","P",54,45
"LGA47630","P",54,101
"LGA47700","P",54,1385
"LGA47800","P",54,95
"LGA47910","P",54,44
"LGA47980","P",54,457
"LGA48050","P",54,180
"LGA48130","P",54,107
"LGA48260","P",54,92
"LGA48340","P",54,176
"LGA48410","P",54,685
"LGA48540","P",54,307
"LGA48640","P",54,23
"LGA48750","P",54,90
"LGA48830","P",54,187
"LGA49399","P",54,71
"LGA49499","P",54,44
"LGA49799","P",54,0
"LGA50080","P",54,521
"LGA50210","P",54,1002
"LGA50250","P",54,227
"LGA50280","P",54,177
"LGA50350","P",54,209
"LGA50420","P",54,845
"LGA50490","P",54,445
"LGA50560","P",54,30
"LGA50630","P",54,31
"LGA50770","P",54,20
"LGA50840","P",54,93
"LGA50910","P",54,14
"LGA50980","P",54,217
"LGA51080","P",54,18
"LGA51120","P",54,10
"LGA51190","P",54,419
"LGA51260","P",54,440
"LGA51310","P",54,357
"LGA51330","P",54,1038
"LGA51400","P",54,238
"LGA51470","P",54,13
"LGA51540","P",54,82
"LGA51610","P",54,28
"LGA51680","P",54,106
"LGA51750","P",54,101
"LGA51820","P",54,1289
"LGA51890","P",54,124
"LGA51960","P",54,51
"LGA52030","P",54,12
"LGA52100","P",54,16
"LGA52170","P",54,110
"LGA52240","P",54,13
"LGA52310","P",54,22
"LGA52380","P",54,3
"LGA52450","P",54,23
"LGA52520","P",54,25
"LGA52590","P",54,63
"LGA52660","P",54,200
"LGA52730","P",54,90
"LGA52800","P",54,87
"LGA52870","P",54,91
"LGA52940","P",54,7
"LGA53010","P",54,6
"LGA53080","P",54,14
"LGA53150","P",54,129
"LGA53220","P",54,148
"LGA53290","P",54,202
"LGA53360","P",54,35
"LGA53430","P",54,464
"LGA53570","P",54,75
"LGA53640","P",54,22
"LGA53710","P",54,14
"LGA53780","P",54,1390
"LGA53800","P",54,528
"LGA53920","P",54,39
"LGA53990","P",54,332
"LGA54060","P",54,46
"LGA54130","P",54,22
"LGA54170","P",54,2354
"LGA54200","P",54,802
"LGA54280","P",54,413
"LGA54310","P",54,263
"LGA54340","P",54,60
"LGA54410","P",54,25
"LGA54480","P",54,15
"LGA54550","P",54,41
"LGA54620","P",54,13
"LGA54690","P",54,3
"LGA54760","P",54,8
"LGA54830","P",54,348
"LGA54900","P",54,20
"LGA54970","P",54,14
"LGA55040","P",54,16
"LGA55110","P",54,1016
"LGA55180","P",54,162
"LGA55250","P",54,28
"LGA55320","P",54,1306
"LGA55390","P",54,3
"LGA55460","P",54,54
"LGA55530","P",54,4
"LGA55600","P",54,52
"LGA55670","P",54,7
"LGA55740","P",54,118
"LGA55810","P",54,0
"LGA55880","P",54,7
"LGA55950","P",54,12
"LGA56090","P",54,612
"LGA56160","P",54,3
"LGA56230","P",54,241
"LGA56300","P",54,31
"LGA56370","P",54,13
"LGA56460","P",54,68
"LGA56580","P",54,274
"LGA56620","P",54,21
"LGA56730","P",54,156
"LGA56790","P",54,57
"LGA56860","P",54,7
"LGA56930","P",54,27
"LGA57000","P",54,11
"LGA57080","P",54,194
"LGA57140","P",54,18
"LGA57210","P",54,86
"LGA57280","P",54,196
"LGA57350","P",54,14
"LGA57420","P",54,28
"LGA57490","P",54,1701
"LGA57630","P",54,0
"LGA57700","P",54,319
"LGA57770","P",54,21
"LGA57840","P",54,522
"LGA57910","P",54,2535
"LGA57980","P",54,211
"LGA58050","P",54,1778
"LGA58190","P",54,6
"LGA58260","P",54,3
"LGA58330","P",54,93
"LGA58400","P",54,15
"LGA58470","P",54,3
"LGA58510","P",54,372
"LGA58540","P",54,17
"LGA58570","P",54,402
"LGA58610","P",54,26
"LGA58680","P",54,7
"LGA58760","P",54,2124
"LGA58820","P",54,65
"LGA58890","P",54,7
"LGA59030","P",54,5
"LGA59100","P",54,12
"LGA59170","P",54,16
"LGA59250","P",54,11
"LGA59310","P",54,22
"LGA59320","P",54,16
"LGA59330","P",54,5
"LGA59340","P",54,111
"LGA59350","P",54,7
"LGA59360","P",54,23
"LGA59370","P",54,62
"LGA59499","P",54,105
"LGA59799","P",54,9
"LGA60210","P",54,107
"LGA60410","P",54,186
"LGA60610","P",54,270
"LGA60810","P",54,369
"LGA61010","P",54,37
"LGA61210","P",54,145
"LGA61410","P",54,768
"LGA61510","P",54,178
"LGA61610","P",54,353
"LGA61810","P",54,92
"LGA62010","P",54,14
"LGA62210","P",54,105
"LGA62410","P",54,82
"LGA62610","P",54,648
"LGA62810","P",54,693
"LGA63010","P",54,257
"LGA63210","P",54,106
"LGA63410","P",54,26
"LGA63610","P",54,529
"LGA63810","P",54,134
"LGA64010","P",54,920
"LGA64210","P",54,295
"LGA64610","P",54,222
"LGA64810","P",54,233
"LGA65010","P",54,100
"LGA65210","P",54,50
"LGA65410","P",54,230
"LGA65610","P",54,66
"LGA65810","P",54,330
"LGA69499","P",54,23
"LGA69799","P",54,3
"LGA70200","P",54,367
"LGA70420","P",54,84
"LGA70540","P",54,0
"LGA70620","P",54,25
"LGA70700","P",54,35
"LGA71000","P",54,1007
"LGA71300","P",54,77
"LGA72200","P",54,135
"LGA72300","P",54,390
"LGA72330","P",54,66
"LGA72800","P",54,342
"LGA73600","P",54,57
"LGA74050","P",54,25
"LGA74550","P",54,33
"LGA74560","P",54,9
"LGA74660","P",54,47
"LGA74680","P",54,28
"LGA79399","P",54,129
"LGA79499","P",54,52
"LGA79799","P",54,0
"LGA89399","P",54,4956
"LGA89499","P",54,12
"LGA89799","P",54,0
"LGA99399","P",54,96
"LGA99499","P",54,0
"LGA99799","P",54,0
"LGA10050","M",55,345
"LGA10130","M",55,183
"LGA10250","M",55,298
"LGA10300","M",55,19
"LGA10470","M",55,294
"LGA10550","M",55,281
"LGA10600","M",55,100
"LGA10650","M",55,56
"LGA10750","M",55,1982
"LGA10800","M",55,52
"LGA10850","M",55,59
"LGA10900","M",55,590
"LGA10950","M",55,20
"LGA11100","M",55,254
"LGA11150","M",55,21
"LGA11200","M",55,16
"LGA11250","M",55,132
"LGA11300","M",55,196
"LGA11350","M",55,251
"LGA11400","M",55,114
"LGA11450","M",55,419
"LGA11500","M",55,982
"LGA11520","M",55,517
"LGA11570","M",55,2106
"LGA11600","M",55,21
"LGA11650","M",55,2181
"LGA11700","M",55,15
"LGA11720","M",55,367
"LGA11730","M",55,412
"LGA11750","M",55,45
"LGA11800","M",55,515
"LGA12000","M",55,32
"LGA12150","M",55,33
"LGA12350","M",55,86
"LGA12380","M",55,1110
"LGA12700","M",55,77
"LGA12730","M",55,62
"LGA12750","M",55,270
"LGA12850","M",55,1401
"LGA12870","M",55,97
"LGA12900","M",55,64
"LGA12930","M",55,905
"LGA12950","M",55,44
"LGA13010","M",55,71
"LGA13310","M",55,229
"LGA13340","M",55,78
"LGA13450","M",55,152
"LGA13510","M",55,75
"LGA13550","M",55,108
"LGA13660","M",55,55
"LGA13800","M",55,456
"LGA13850","M",55,22
"LGA13910","M",55,115
"LGA14000","M",55,1029
"LGA14100","M",55,93
"LGA14170","M",55,1031
"LGA14200","M",55,126
"LGA14300","M",55,53
"LGA14350","M",55,222
"LGA14400","M",55,151
"LGA14500","M",55,817
"LGA14550","M",55,92
"LGA14600","M",55,56
"LGA14650","M",55,1363
"LGA14700","M",55,186
"LGA14750","M",55,84
"LGA14850","M",55,335
"LGA14870","M",55,189
"LGA14900","M",55,1250
"LGA14920","M",55,56
"LGA14950","M",55,20
"LGA15050","M",55,502
"LGA15240","M",55,676
"LGA15270","M",55,172
"LGA15300","M",55,100
"LGA15350","M",55,221
"LGA15520","M",55,95
"LGA15560","M",55,30
"LGA15650","M",55,115
"LGA15700","M",55,147
"LGA15750","M",55,111
"LGA15800","M",55,43
"LGA15850","M",55,45
"LGA15900","M",55,952
"LGA15950","M",55,378
"LGA15990","M",55,1722
"LGA16100","M",55,35
"LGA16150","M",55,266
"LGA16200","M",55,117
"LGA16260","M",55,1240
"LGA16350","M",55,1203
"LGA16380","M",55,547
"LGA16400","M",55,503
"LGA16490","M",55,459
"LGA16550","M",55,737
"LGA16610","M",55,158
"LGA16650","M",55,611
"LGA16700","M",55,659
"LGA16900","M",55,462
"LGA16950","M",55,767
"LGA17000","M",55,181
"LGA17040","M",55,169
"LGA17080","M",55,102
"LGA17100","M",55,236
"LGA17150","M",55,1481
"LGA17200","M",55,1113
"LGA17310","M",55,380
"LGA17350","M",55,52
"LGA17400","M",55,60
"LGA17420","M",55,998
"LGA17550","M",55,686
"LGA17620","M",55,123
"LGA17640","M",55,66
"LGA17650","M",55,52
"LGA17750","M",55,370
"LGA17850","M",55,22
"LGA17900","M",55,69
"LGA17950","M",55,30
"LGA18020","M",55,79
"LGA18050","M",55,319
"LGA18100","M",55,50
"LGA18200","M",55,58
"LGA18230","M",55,338
"LGA18250","M",55,405
"LGA18350","M",55,318
"LGA18400","M",55,325
"LGA18450","M",55,1387
"LGA18500","M",55,327
"LGA18710","M",55,110
"LGA19399","M",55,10
"LGA19499","M",55,110
"LGA19799","M",55,7
"LGA20110","M",55,106
"LGA20260","M",55,96
"LGA20570","M",55,600
"LGA20660","M",55,813
"LGA20740","M",55,248
"LGA20830","M",55,337
"LGA20910","M",55,727
"LGA21010","M",55,106
"LGA21110","M",55,1025
"LGA21180","M",55,1179
"LGA21270","M",55,38
"LGA21370","M",55,278
"LGA21450","M",55,514
"LGA21610","M",55,1796
"LGA21670","M",55,80
"LGA21750","M",55,139
"LGA21830","M",55,123
"LGA21890","M",55,806
"LGA22110","M",55,303
"LGA22170","M",55,914
"LGA22250","M",55,88
"LGA22310","M",55,809
"LGA22410","M",55,148
"LGA22490","M",55,155
"LGA22620","M",55,708
"LGA22670","M",55,839
"LGA22750","M",55,1403
"LGA22830","M",55,436
"LGA22910","M",55,146
"LGA22980","M",55,50
"LGA23110","M",55,587
"LGA23190","M",55,115
"LGA23270","M",55,1212
"LGA23350","M",55,141
"LGA23430","M",55,922
"LGA23670","M",55,1104
"LGA23810","M",55,517
"LGA23940","M",55,71
"LGA24130","M",55,364
"LGA24210","M",55,797
"LGA24250","M",55,63
"LGA24330","M",55,424
"LGA24410","M",55,664
"LGA24600","M",55,483
"LGA24650","M",55,670
"LGA24780","M",55,382
"LGA24850","M",55,317
"LGA24900","M",55,203
"LGA24970","M",55,927
"LGA25060","M",55,730
"LGA25150","M",55,240
"LGA25250","M",55,748
"LGA25340","M",55,1056
"LGA25430","M",55,167
"LGA25490","M",55,133
"LGA25620","M",55,116
"LGA25710","M",55,498
"LGA25810","M",55,94
"LGA25900","M",55,643
"LGA25990","M",55,65
"LGA26080","M",55,14
"LGA26170","M",55,220
"LGA26260","M",55,106
"LGA26350","M",55,549
"LGA26430","M",55,84
"LGA26490","M",55,207
"LGA26610","M",55,136
"LGA26670","M",55,49
"LGA26700","M",55,190
"LGA26730","M",55,224
"LGA26810","M",55,311
"LGA26890","M",55,45
"LGA26980","M",55,922
"LGA27070","M",55,1087
"LGA27170","M",55,245
"LGA27260","M",55,1034
"LGA27350","M",55,432
"LGA27450","M",55,1094
"LGA27630","M",55,56
"LGA29399","M",55,0
"LGA29499","M",55,47
"LGA29799","M",55,0
"LGA30250","M",55,5
"LGA30300","M",55,40
"LGA30370","M",55,104
"LGA30410","M",55,21
"LGA30450","M",55,3
"LGA30760","M",55,24
"LGA30900","M",55,9
"LGA31000","M",55,6466
"LGA31750","M",55,11
"LGA31820","M",55,621
"LGA31900","M",55,133
"LGA31950","M",55,7
"LGA32080","M",55,1070
"LGA32250","M",55,16
"LGA32260","M",55,233
"LGA32270","M",55,204
"LGA32310","M",55,91
"LGA32330","M",55,7
"LGA32450","M",55,24
"LGA32500","M",55,33
"LGA32600","M",55,0
"LGA32750","M",55,3
"LGA32770","M",55,0
"LGA32810","M",55,96
"LGA33100","M",55,9
"LGA33200","M",55,6
"LGA33220","M",55,733
"LGA33360","M",55,500
"LGA33430","M",55,3423
"LGA33610","M",55,84
"LGA33620","M",55,391
"LGA33800","M",55,102
"LGA33830","M",55,6
"LGA33960","M",55,1142
"LGA33980","M",55,161
"LGA34420","M",55,3
"LGA34530","M",55,251
"LGA34570","M",55,3
"LGA34580","M",55,273
"LGA34590","M",55,1800
"LGA34710","M",55,27
"LGA34770","M",55,916
"LGA34800","M",55,4
"LGA34830","M",55,0
"LGA34860","M",55,86
"LGA34880","M",55,179
"LGA35010","M",55,2670
"LGA35250","M",55,0
"LGA35300","M",55,123
"LGA35600","M",55,40
"LGA35670","M",55,3
"LGA35740","M",55,419
"LGA35760","M",55,85
"LGA35780","M",55,15
"LGA35790","M",55,17
"LGA35800","M",55,20
"LGA36070","M",55,0
"LGA36150","M",55,8
"LGA36250","M",55,1097
"LGA36300","M",55,7
"LGA36370","M",55,522
"LGA36510","M",55,307
"LGA36580","M",55,197
"LGA36630","M",55,220
"LGA36660","M",55,241
"LGA36720","M",55,2003
"LGA36820","M",55,187
"LGA36910","M",55,1066
"LGA36950","M",55,15
"LGA36960","M",55,15
"LGA37010","M",55,1189
"LGA37300","M",55,27
"LGA37310","M",55,230
"LGA37340","M",55,261
"LGA37400","M",55,9
"LGA37550","M",55,0
"LGA37570","M",55,3
"LGA37600","M",55,9
"LGA39499","M",55,78
"LGA39799","M",55,0
"LGA40070","M",55,106
"LGA40120","M",55,359
"LGA40220","M",55,188
"LGA40250","M",55,4
"LGA40310","M",55,195
"LGA40430","M",55,22
"LGA40520","M",55,74
"LGA40700","M",55,307
"LGA40910","M",55,305
"LGA41010","M",55,30
"LGA41060","M",55,785
"LGA41140","M",55,70
"LGA41190","M",55,16
"LGA41330","M",55,14
"LGA41560","M",55,99
"LGA41750","M",55,19
"LGA41830","M",55,15
"LGA41960","M",55,13
"LGA42030","M",55,150
"LGA42110","M",55,44
"LGA42250","M",55,73
"LGA42600","M",55,266
"LGA42750","M",55,50
"LGA43080","M",55,11
"LGA43220","M",55,10
"LGA43360","M",55,14
"LGA43650","M",55,133
"LGA43710","M",55,57
"LGA43790","M",55,84
"LGA43920","M",55,82
"LGA44000","M",55,3
"LGA44060","M",55,578
"LGA44210","M",55,68
"LGA44340","M",55,456
"LGA44550","M",55,257
"LGA44620","M",55,167
"LGA44830","M",55,28
"LGA45040","M",55,151
"LGA45090","M",55,71
"LGA45120","M",55,47
"LGA45290","M",55,218
"LGA45340","M",55,1129
"LGA45400","M",55,4
"LGA45540","M",55,20
"LGA45680","M",55,572
"LGA45890","M",55,779
"LGA46090","M",55,103
"LGA46300","M",55,88
"LGA46450","M",55,119
"LGA46510","M",55,154
"LGA46670","M",55,68
"LGA46860","M",55,19
"LGA46970","M",55,31
"LGA47140","M",55,845
"LGA47290","M",55,23
"LGA47490","M",55,24
"LGA47630","M",55,56
"LGA47700","M",55,591
"LGA47800","M",55,47
"LGA47910","M",55,18
"LGA47980","M",55,224
"LGA48050","M",55,83
"LGA48130","M",55,55
"LGA48260","M",55,59
"LGA48340","M",55,86
"LGA48410","M",55,351
"LGA48540","M",55,159
"LGA48640","M",55,6
"LGA48750","M",55,52
"LGA48830","M",55,114
"LGA49399","M",55,43
"LGA49499","M",55,23
"LGA49799","M",55,0
"LGA50080","M",55,264
"LGA50210","M",55,462
"LGA50250","M",55,160
"LGA50280","M",55,93
"LGA50350","M",55,91
"LGA50420","M",55,392
"LGA50490","M",55,245
"LGA50560","M",55,14
"LGA50630","M",55,11
"LGA50770","M",55,21
"LGA50840","M",55,25
"LGA50910","M",55,12
"LGA50980","M",55,126
"LGA51080","M",55,10
"LGA51120","M",55,8
"LGA51190","M",55,227
"LGA51260","M",55,229
"LGA51310","M",55,188
"LGA51330","M",55,499
"LGA51400","M",55,108
"LGA51470","M",55,12
"LGA51540","M",55,37
"LGA51610","M",55,17
"LGA51680","M",55,57
"LGA51750","M",55,51
"LGA51820","M",55,613
"LGA51890","M",55,72
"LGA51960","M",55,43
"LGA52030","M",55,12
"LGA52100","M",55,8
"LGA52170","M",55,52
"LGA52240","M",55,9
"LGA52310","M",55,15
"LGA52380","M",55,3
"LGA52450","M",55,8
"LGA52520","M",55,10
"LGA52590","M",55,25
"LGA52660","M",55,87
"LGA52730","M",55,52
"LGA52800","M",55,36
"LGA52870","M",55,43
"LGA52940","M",55,4
"LGA53010","M",55,3
"LGA53080","M",55,10
"LGA53150","M",55,44
"LGA53220","M",55,131
"LGA53290","M",55,99
"LGA53360","M",55,12
"LGA53430","M",55,219
"LGA53570","M",55,44
"LGA53640","M",55,10
"LGA53710","M",55,9
"LGA53780","M",55,633
"LGA53800","M",55,275
"LGA53920","M",55,22
"LGA53990","M",55,184
"LGA54060","M",55,27
"LGA54130","M",55,15
"LGA54170","M",55,1150
"LGA54200","M",55,394
"LGA54280","M",55,248
"LGA54310","M",55,150
"LGA54340","M",55,32
"LGA54410","M",55,5
"LGA54480","M",55,0
"LGA54550","M",55,22
"LGA54620","M",55,14
"LGA54690","M",55,8
"LGA54760","M",55,3
"LGA54830","M",55,200
"LGA54900","M",55,11
"LGA54970","M",55,18
"LGA55040","M",55,13
"LGA55110","M",55,462
"LGA55180","M",55,77
"LGA55250","M",55,5
"LGA55320","M",55,608
"LGA55390","M",55,12
"LGA55460","M",55,21
"LGA55530","M",55,7
"LGA55600","M",55,20
"LGA55670","M",55,10
"LGA55740","M",55,44
"LGA55810","M",55,0
"LGA55880","M",55,8
"LGA55950","M",55,3
"LGA56090","M",55,294
"LGA56160","M",55,0
"LGA56230","M",55,113
"LGA56300","M",55,11
"LGA56370","M",55,13
"LGA56460","M",55,27
"LGA56580","M",55,142
"LGA56620","M",55,14
"LGA56730","M",55,94
"LGA56790","M",55,40
"LGA56860","M",55,0
"LGA56930","M",55,12
"LGA57000","M",55,13
"LGA57080","M",55,100
"LGA57140","M",55,6
"LGA57210","M",55,45
"LGA57280","M",55,116
"LGA57350","M",55,17
"LGA57420","M",55,18
"LGA57490","M",55,762
"LGA57630","M",55,0
"LGA57700","M",55,183
"LGA57770","M",55,10
"LGA57840","M",55,249
"LGA57910","M",55,1175
"LGA57980","M",55,106
"LGA58050","M",55,820
"LGA58190","M",55,0
"LGA58260","M",55,0
"LGA58330","M",55,44
"LGA58400","M",55,10
"LGA58470","M",55,0
"LGA58510","M",55,193
"LGA58540","M",55,13
"LGA58570","M",55,161
"LGA58610","M",55,20
"LGA58680","M",55,4
"LGA58760","M",55,1014
"LGA58820","M",55,31
"LGA58890","M",55,6
"LGA59030","M",55,0
"LGA59100","M",55,8
"LGA59170","M",55,7
"LGA59250","M",55,5
"LGA59310","M",55,10
"LGA59320","M",55,3
"LGA59330","M",55,5
"LGA59340","M",55,47
"LGA59350","M",55,4
"LGA59360","M",55,15
"LGA59370","M",55,30
"LGA59499","M",55,71
"LGA59799","M",55,7
"LGA60210","M",55,62
"LGA60410","M",55,99
"LGA60610","M",55,124
"LGA60810","M",55,190
"LGA61010","M",55,23
"LGA61210","M",55,82
"LGA61410","M",55,371
"LGA61510","M",55,98
"LGA61610","M",55,186
"LGA61810","M",55,48
"LGA62010","M",55,4
"LGA62210","M",55,59
"LGA62410","M",55,30
"LGA62610","M",55,339
"LGA62810","M",55,322
"LGA63010","M",55,148
"LGA63210","M",55,70
"LGA63410","M",55,18
"LGA63610","M",55,232
"LGA63810","M",55,82
"LGA64010","M",55,388
"LGA64210","M",55,152
"LGA64610","M",55,97
"LGA64810","M",55,122
"LGA65010","M",55,52
"LGA65210","M",55,22
"LGA65410","M",55,108
"LGA65610","M",55,39
"LGA65810","M",55,174
"LGA69499","M",55,10
"LGA69799","M",55,0
"LGA70200","M",55,178
"LGA70420","M",55,43
"LGA70540","M",55,6
"LGA70620","M",55,26
"LGA70700","M",55,11
"LGA71000","M",55,529
"LGA71300","M",55,49
"LGA72200","M",55,62
"LGA72300","M",55,218
"LGA72330","M",55,36
"LGA72800","M",55,173
"LGA73600","M",55,32
"LGA74050","M",55,15
"LGA74550","M",55,15
"LGA74560","M",55,4
"LGA74660","M",55,39
"LGA74680","M",55,11
"LGA79399","M",55,53
"LGA79499","M",55,17
"LGA79799","M",55,3
"LGA89399","M",55,2327
"LGA89499","M",55,3
"LGA89799","M",55,0
"LGA99399","M",55,33
"LGA99499","M",55,0
"LGA99799","M",55,0
"LGA10050","F",55,340
"LGA10130","F",55,207
"LGA10250","F",55,389
"LGA10300","F",55,20
"LGA10470","F",55,287
"LGA10550","F",55,320
"LGA10600","F",55,108
"LGA10650","F",55,65
"LGA10750","F",55,1896
"LGA10800","F",55,47
"LGA10850","F",55,57
"LGA10900","F",55,637
"LGA10950","F",55,18
"LGA11100","F",55,245
"LGA11150","F",55,19
"LGA11200","F",55,12
"LGA11250","F",55,147
"LGA11300","F",55,236
"LGA11350","F",55,299
"LGA11400","F",55,91
"LGA11450","F",55,450
"LGA11500","F",55,1081
"LGA11520","F",55,558
"LGA11570","F",55,2129
"LGA11600","F",55,22
"LGA11650","F",55,2442
"LGA11700","F",55,19
"LGA11720","F",55,417
"LGA11730","F",55,462
"LGA11750","F",55,24
"LGA11800","F",55,553
"LGA12000","F",55,36
"LGA12150","F",55,23
"LGA12350","F",55,79
"LGA12380","F",55,1121
"LGA12700","F",55,63
"LGA12730","F",55,59
"LGA12750","F",55,313
"LGA12850","F",55,1405
"LGA12870","F",55,90
"LGA12900","F",55,55
"LGA12930","F",55,1040
"LGA12950","F",55,35
"LGA13010","F",55,80
"LGA13310","F",55,201
"LGA13340","F",55,70
"LGA13450","F",55,161
"LGA13510","F",55,95
"LGA13550","F",55,91
"LGA13660","F",55,39
"LGA13800","F",55,492
"LGA13850","F",55,26
"LGA13910","F",55,136
"LGA14000","F",55,1033
"LGA14100","F",55,104
"LGA14170","F",55,1154
"LGA14200","F",55,134
"LGA14300","F",55,35
"LGA14350","F",55,228
"LGA14400","F",55,165
"LGA14500","F",55,906
"LGA14550","F",55,85
"LGA14600","F",55,28
"LGA14650","F",55,1373
"LGA14700","F",55,208
"LGA14750","F",55,94
"LGA14850","F",55,365
"LGA14870","F",55,172
"LGA14900","F",55,1274
"LGA14920","F",55,60
"LGA14950","F",55,29
"LGA15050","F",55,526
"LGA15240","F",55,707
"LGA15270","F",55,163
"LGA15300","F",55,89
"LGA15350","F",55,207
"LGA15520","F",55,105
"LGA15560","F",55,33
"LGA15650","F",55,91
"LGA15700","F",55,184
